# Viterbi_decoding posterior_decoding posterior_mean
1.75 1.75 1.578882
1.75 1.75 1.579130
1.75 1.75 1.579380
1.75 1.75 1.579633
1.75 1.75 1.579888
1.75 1.75 1.580145
1.75 1.75 1.580404
1.75 1.75 1.580665
1.75 1.75 1.580929
1.75 1.75 1.581195
1.75 1.75 1.581463
1.75 1.75 1.581733
1.75 1.75 1.582006
1.75 1.75 1.582280
1.75 1.75 1.582558
1.75 1.75 1.582837
1.75 1.75 1.583119
1.75 1.75 1.583403
1.75 1.75 1.583689
1.75 1.75 1.583978
1.75 1.75 1.584269
1.75 1.75 1.584562
1.75 1.75 1.584858
1.75 1.75 1.585157
1.75 1.75 1.585457
1.75 1.75 1.585760
1.75 1.75 1.586066
1.75 1.75 1.586374
1.75 1.75 1.586684
1.75 1.75 1.586997
1.75 1.75 1.587312
1.75 1.75 1.587630
1.75 1.75 1.587951
1.75 1.75 1.588274
1.75 1.75 1.588599
1.75 1.75 1.588927
1.75 1.75 1.589258
1.75 1.75 1.589591
1.75 1.75 1.589927
1.75 1.75 1.590265
1.75 1.75 1.590606
1.75 1.75 1.590950
1.75 1.75 1.591296
1.75 1.75 1.591645
1.75 1.75 1.591997
1.75 1.75 1.592351
1.75 1.75 1.592708
1.75 1.75 1.593068
1.75 1.75 1.593431
1.75 1.75 1.593796
1.75 1.75 1.594164
1.75 1.75 1.594535
1.75 1.75 1.594909
1.75 1.75 1.595286
1.75 1.75 1.595665
1.75 1.75 1.596048
1.75 1.75 1.596433
1.75 1.75 1.596821
1.75 1.75 1.597212
1.75 1.75 1.597607
1.75 1.75 1.598004
1.75 1.75 1.598404
1.75 1.75 1.598807
1.75 1.75 1.599213
1.75 1.75 1.599622
1.75 1.75 1.600034
1.75 1.75 1.600450
1.75 1.75 1.600868
1.75 1.75 1.601290
1.75 1.75 1.601715
1.75 1.75 1.602143
1.75 1.75 1.602574
1.75 1.75 1.603008
1.75 1.75 1.603446
1.75 1.75 1.603887
1.75 1.75 1.604331
1.75 1.75 1.604778
1.75 1.75 1.605229
1.75 1.75 1.605683
1.75 1.75 1.606141
1.75 1.75 1.606601
1.75 1.75 1.607066
1.75 1.75 1.607534
1.75 1.75 1.608005
1.75 1.75 1.608480
1.75 1.75 1.608958
1.75 1.75 1.609440
1.75 1.75 1.609925
1.75 1.75 1.610414
1.75 1.75 1.610907
1.75 1.75 1.611403
1.75 1.75 1.611903
1.75 1.75 1.612407
1.75 1.75 1.612914
1.75 1.75 1.613425
1.75 1.75 1.613940
1.75 1.75 1.614459
1.75 1.75 1.614981
1.75 1.75 1.615508
1.75 1.75 1.616038
1.75 1.75 1.616572
1.75 1.75 1.617110
1.75 1.75 1.617652
1.75 1.75 1.618199
1.75 1.75 1.618749
1.75 1.75 1.619303
1.75 1.75 1.619862
1.75 1.75 1.620424
1.75 1.75 1.620991
1.75 1.75 1.621562
1.75 1.75 1.622137
1.75 1.75 1.622716
1.75 1.75 1.623300
1.75 1.75 1.623888
1.75 1.75 1.624480
1.75 1.75 1.625077
1.75 1.75 1.625678
1.75 1.75 1.626284
1.75 1.75 1.626894
1.75 1.75 1.627509
1.75 1.75 1.628128
1.75 1.75 1.628752
1.75 1.75 1.629381
1.75 1.75 1.630014
1.75 1.75 1.630652
1.75 1.75 1.631294
1.75 1.75 1.631942
1.75 1.75 1.632594
1.75 1.75 1.633251
1.75 1.75 1.633913
1.75 1.75 1.634580
1.75 1.75 1.635252
1.75 1.75 1.635929
1.75 1.75 1.636612
1.75 1.75 1.637299
1.75 1.75 1.637991
1.75 1.75 1.638689
1.75 1.75 1.639392
1.75 1.75 1.640100
1.75 1.75 1.640813
1.75 1.75 1.641532
1.75 1.75 1.642256
1.75 1.75 1.642986
1.75 1.75 1.643721
1.75 1.75 1.644462
1.75 1.75 1.645208
1.75 1.75 1.645961
1.75 1.75 1.646718
1.75 1.75 1.647482
1.75 1.75 1.648251
1.75 1.75 1.649026
1.75 1.75 1.649807
1.75 1.75 1.650594
1.75 1.75 1.651387
1.75 1.75 1.652186
1.75 1.75 1.652991
1.75 1.75 1.653803
1.75 1.75 1.654620
1.75 1.75 1.655444
1.75 1.75 1.656274
1.75 1.75 1.657111
1.75 1.75 1.657954
1.75 1.75 1.658803
1.75 1.75 1.659659
1.75 1.75 1.660522
1.75 1.75 1.661391
1.75 1.75 1.662267
1.75 1.75 1.663150
1.75 1.75 1.664040
1.75 1.75 1.664937
1.75 1.75 1.665840
1.75 1.75 1.666751
1.75 1.75 1.667669
1.75 1.75 1.668594
1.75 1.75 1.669526
1.75 1.75 1.670465
1.75 1.75 1.671412
1.75 1.75 1.672367
1.75 1.75 1.673329
1.75 1.75 1.674298
1.75 1.75 1.675275
1.75 1.75 1.676260
1.75 1.75 1.677253
1.75 1.75 1.678254
1.75 1.75 1.679262
1.75 1.75 1.680279
1.75 1.75 1.681304
1.75 1.75 1.682337
1.75 1.75 1.683378
1.75 1.75 1.684428
1.75 1.75 1.685486
1.75 1.75 1.686553
1.75 1.75 1.687628
1.75 1.75 1.687824
1.75 1.75 1.688022
1.75 1.75 1.688223
1.75 1.75 1.688426
1.75 1.75 1.688631
1.75 1.75 1.688839
1.75 1.75 1.689050
1.75 1.75 1.689263
1.75 1.75 1.689478
1.75 1.75 1.689696
1.75 1.75 1.689916
1.75 1.75 1.690139
1.75 1.75 1.690364
1.75 1.75 1.690592
1.75 1.75 1.690823
1.75 1.75 1.691055
1.75 1.75 1.691291
1.75 1.75 1.691529
1.75 1.75 1.691769
1.75 1.75 1.692012
1.75 1.75 1.692258
1.75 1.75 1.692506
1.75 1.75 1.692757
1.75 1.75 1.693010
1.75 1.75 1.693266
1.75 1.75 1.693525
1.75 1.75 1.693786
1.75 1.75 1.694050
1.75 1.75 1.694317
1.75 1.75 1.694586
1.75 1.75 1.694858
1.75 1.75 1.695133
1.75 1.75 1.695410
1.75 1.75 1.695690
1.75 1.75 1.695973
1.75 1.75 1.696259
1.75 1.75 1.696547
1.75 1.75 1.696839
1.75 1.75 1.697133
1.75 1.75 1.697430
1.75 1.75 1.697730
1.75 1.75 1.698032
1.75 1.75 1.698338
1.75 1.75 1.698646
1.75 1.75 1.698958
1.75 1.75 1.699272
1.75 1.75 1.699590
1.75 1.75 1.699910
1.75 1.75 1.700233
1.75 1.75 1.700560
1.75 1.75 1.700889
1.75 1.75 1.701221
1.75 1.75 1.701557
1.75 1.75 1.701896
1.75 1.75 1.702238
1.75 1.75 1.702582
1.75 1.75 1.702931
1.75 1.75 1.703282
1.75 1.75 1.703636
1.75 1.75 1.703994
1.75 1.75 1.704355
1.75 1.75 1.704720
1.75 1.75 1.705087
1.75 1.75 1.705458
1.75 1.75 1.705833
1.75 1.75 1.706211
1.75 1.75 1.706592
1.75 1.75 1.706976
1.75 1.75 1.707365
1.75 1.75 1.707756
1.75 1.75 1.708151
1.75 1.75 1.708550
1.75 1.75 1.708952
1.75 1.75 1.709358
1.75 1.75 1.709768
1.75 1.75 1.710181
1.75 1.75 1.710598
1.75 1.75 1.711019
1.75 1.75 1.711443
1.75 1.75 1.711872
1.75 1.75 1.712304
1.75 1.75 1.712740
1.75 1.75 1.713179
1.75 1.75 1.713623
1.75 1.75 1.714071
1.75 1.75 1.714523
1.75 1.75 1.714979
1.75 1.75 1.715439
1.75 1.75 1.715903
1.75 1.75 1.716371
1.75 1.75 1.716843
1.75 1.75 1.717320
1.75 1.75 1.717800
1.75 1.75 1.718286
1.75 1.75 1.718775
1.75 1.75 1.719269
1.75 1.75 1.719767
1.75 1.75 1.720270
1.75 1.75 1.720777
1.75 1.75 1.721289
1.75 1.75 1.721805
1.75 1.75 1.722326
1.75 1.75 1.722852
1.75 1.75 1.723383
1.75 1.75 1.723918
1.75 1.75 1.724458
1.75 1.75 1.725003
1.75 1.75 1.725553
1.75 1.75 1.726107
1.75 1.75 1.726667
1.75 1.75 1.727232
1.75 1.75 1.727802
1.75 1.75 1.728377
1.75 1.75 1.728958
1.75 1.75 1.729543
1.75 1.75 1.730134
1.75 1.75 1.730731
1.75 1.75 1.731333
1.75 1.75 1.731940
1.75 1.75 1.732553
1.75 1.75 1.733171
1.75 1.75 1.733795
1.75 1.75 1.734425
1.75 1.75 1.735061
1.75 1.75 1.735703
1.75 1.75 1.736350
1.75 1.75 1.737004
1.75 1.75 1.737663
1.75 1.75 1.738329
1.75 1.75 1.739001
1.75 1.75 1.739679
1.75 1.75 1.740363
1.75 1.75 1.741054
1.75 1.75 1.741751
1.75 1.75 1.742455
1.75 1.75 1.743165
1.75 1.75 1.743882
1.75 1.75 1.743999
1.75 1.75 1.744119
1.75 1.75 1.744240
1.75 1.75 1.744363
1.75 1.75 1.744489
1.75 1.75 1.744617
1.75 1.75 1.744746
1.75 1.75 1.744879
1.75 1.75 1.745013
1.75 1.75 1.745149
1.75 1.75 1.745288
1.75 1.75 1.745429
1.75 1.75 1.745572
1.75 1.75 1.745717
1.75 1.75 1.745865
1.75 1.75 1.746014
1.75 1.75 1.746167
1.75 1.75 1.746321
1.75 1.75 1.746477
1.75 1.75 1.746636
1.75 1.75 1.746797
1.75 1.75 1.746961
1.75 1.75 1.747126
1.75 1.75 1.747294
1.75 1.75 1.747465
1.75 1.75 1.747638
1.75 1.75 1.747813
1.75 1.75 1.747990
1.75 1.75 1.748170
1.75 1.75 1.748352
1.75 1.75 1.748537
1.75 1.75 1.748724
1.75 1.75 1.748914
1.75 1.75 1.749106
1.75 1.75 1.749300
1.75 1.75 1.749497
1.75 1.75 1.749697
1.75 1.75 1.749899
1.75 1.75 1.750103
1.75 1.75 1.750310
1.75 1.75 1.750520
1.75 1.75 1.750732
1.75 1.75 1.750947
1.75 1.75 1.751165
1.75 1.75 1.751385
1.75 1.75 1.751608
1.75 1.75 1.751834
1.75 1.75 1.752062
1.75 1.75 1.752293
1.75 1.75 1.752527
1.75 1.75 1.752764
1.75 1.75 1.753003
1.75 1.75 1.753245
1.75 1.75 1.753491
1.75 1.75 1.753465
1.75 1.75 1.753441
1.75 1.75 1.753419
1.75 1.75 1.753399
1.75 1.75 1.753381
1.75 1.75 1.753364
1.75 1.75 1.753349
1.75 1.75 1.753336
1.75 1.75 1.753325
1.75 1.75 1.753315
1.75 1.75 1.753307
1.75 1.75 1.753301
1.75 1.75 1.753296
1.75 1.75 1.753293
1.75 1.75 1.753292
1.75 1.75 1.753293
1.75 1.75 1.753295
1.75 1.75 1.753299
1.75 1.75 1.753304
1.75 1.75 1.753311
1.75 1.75 1.753320
1.75 1.75 1.753330
1.75 1.75 1.753342
1.75 1.75 1.753356
1.75 1.75 1.753371
1.75 1.75 1.753388
1.75 1.75 1.753407
1.75 1.75 1.753427
1.75 1.75 1.753449
1.75 1.75 1.753472
1.75 1.75 1.753497
1.75 1.75 1.753524
1.75 1.75 1.753552
1.75 1.75 1.753582
1.75 1.75 1.753613
1.75 1.75 1.753646
1.75 1.75 1.753681
1.75 1.75 1.753717
1.75 1.75 1.753755
1.75 1.75 1.753795
1.75 1.75 1.753836
1.75 1.75 1.753878
1.75 1.75 1.753922
1.75 1.75 1.753968
1.75 1.75 1.754016
1.75 1.75 1.754065
1.75 1.75 1.754115
1.75 1.75 1.754168
1.75 1.75 1.754221
1.75 1.75 1.754277
1.75 1.75 1.754334
1.75 1.75 1.754393
1.75 1.75 1.754453
1.75 1.75 1.754515
1.75 1.75 1.754579
1.75 1.75 1.754644
1.75 1.75 1.754711
1.75 1.75 1.754779
1.75 1.75 1.754849
1.75 1.75 1.754921
1.75 1.75 1.754994
1.75 1.75 1.755069
1.75 1.75 1.755146
1.75 1.75 1.755225
1.75 1.75 1.755305
1.75 1.75 1.755387
1.75 1.75 1.755470
1.75 1.75 1.755555
1.75 1.75 1.755642
1.75 1.75 1.755731
1.75 1.75 1.755821
1.75 1.75 1.755913
1.75 1.75 1.756007
1.75 1.75 1.756103
1.75 1.75 1.756200
1.75 1.75 1.756299
1.75 1.75 1.756400
1.75 1.75 1.756502
1.75 1.75 1.756607
1.75 1.75 1.756713
1.75 1.75 1.756821
1.75 1.75 1.756931
1.75 1.75 1.757043
1.75 1.75 1.757156
1.75 1.75 1.757272
1.75 1.75 1.757389
1.75 1.75 1.757508
1.75 1.75 1.757629
1.75 1.75 1.757752
1.75 1.75 1.757877
1.75 1.75 1.758004
1.75 1.75 1.758133
1.75 1.75 1.758264
1.75 1.75 1.758397
1.75 1.75 1.758531
1.75 1.75 1.758668
1.75 1.75 1.758807
1.75 1.75 1.758948
1.75 1.75 1.759091
1.75 1.75 1.759236
1.75 1.75 1.759383
1.75 1.75 1.759532
1.75 1.75 1.759683
1.75 1.75 1.759837
1.75 1.75 1.759992
1.75 1.75 1.760150
1.75 1.75 1.760310
1.75 1.75 1.760472
1.75 1.75 1.760637
1.75 1.75 1.760804
1.75 1.75 1.760973
1.75 1.75 1.761144
1.75 1.75 1.761318
1.75 1.75 1.761494
1.75 1.75 1.761672
1.75 1.75 1.761853
1.75 1.75 1.762036
1.75 1.75 1.762222
1.75 1.75 1.762410
1.75 1.75 1.762600
1.75 1.75 1.762793
1.75 1.75 1.762989
1.75 1.75 1.763187
1.75 1.75 1.763388
1.75 1.75 1.763591
1.75 1.75 1.763797
1.75 1.75 1.764006
1.75 1.75 1.764217
1.75 1.75 1.764431
1.75 1.75 1.764648
1.75 1.75 1.764868
1.75 1.75 1.765090
1.75 1.75 1.765315
1.75 1.75 1.765544
1.75 1.75 1.765775
1.75 1.75 1.766009
1.75 1.75 1.766246
1.75 1.75 1.766253
1.75 1.75 1.766262
1.75 1.75 1.766272
1.75 1.75 1.766285
1.75 1.75 1.766298
1.75 1.75 1.766314
1.75 1.75 1.766331
1.75 1.75 1.766349
1.75 1.75 1.766369
1.75 1.75 1.766391
1.75 1.75 1.766415
1.75 1.75 1.766439
1.75 1.75 1.766466
1.75 1.75 1.766494
1.75 1.75 1.766524
1.75 1.75 1.766555
1.75 1.75 1.766588
1.75 1.75 1.766623
1.75 1.75 1.766659
1.75 1.75 1.766697
1.75 1.75 1.766736
1.75 1.75 1.766777
1.75 1.75 1.766820
1.75 1.75 1.766864
1.75 1.75 1.766910
1.75 1.75 1.766958
1.75 1.75 1.767007
1.75 1.75 1.767058
1.75 1.75 1.767110
1.75 1.75 1.767164
1.75 1.75 1.767220
1.75 1.75 1.767278
1.75 1.75 1.767337
1.75 1.75 1.767398
1.75 1.75 1.767460
1.75 1.75 1.767525
1.75 1.75 1.767591
1.75 1.75 1.767658
1.75 1.75 1.767728
1.75 1.75 1.767799
1.75 1.75 1.767872
1.75 1.75 1.767946
1.75 1.75 1.768023
1.75 1.75 1.768101
1.75 1.75 1.768181
1.75 1.75 1.768262
1.75 1.75 1.768346
1.75 1.75 1.768431
1.75 1.75 1.768518
1.75 1.75 1.768607
1.75 1.75 1.768698
1.75 1.75 1.768791
1.75 1.75 1.768885
1.75 1.75 1.768982
1.75 1.75 1.769080
1.75 1.75 1.769180
1.75 1.75 1.769283
1.75 1.75 1.769387
1.75 1.75 1.769493
1.75 1.75 1.769601
1.75 1.75 1.769711
1.75 1.75 1.769823
1.75 1.75 1.769937
1.75 1.75 1.770053
1.75 1.75 1.770171
1.75 1.75 1.770292
1.75 1.75 1.770414
1.75 1.75 1.770538
1.75 1.75 1.770665
1.75 1.75 1.770794
1.75 1.75 1.770924
1.75 1.75 1.771057
1.75 1.75 1.771193
1.75 1.75 1.771330
1.75 1.75 1.771470
1.75 1.75 1.771612
1.75 1.75 1.771756
1.75 1.75 1.771903
1.75 1.75 1.772052
1.75 1.75 1.772203
1.75 1.75 1.772356
1.75 1.75 1.772512
1.75 1.75 1.772671
1.75 1.75 1.772832
1.75 1.75 1.772995
1.75 1.75 1.773161
1.75 1.75 1.773330
1.75 1.75 1.773501
1.75 1.75 1.773674
1.75 1.75 1.773850
1.75 1.75 1.774029
1.75 1.75 1.774211
1.75 1.75 1.774395
1.75 1.75 1.774582
1.75 1.75 1.774771
1.75 1.75 1.774964
1.75 1.75 1.775159
1.75 1.75 1.775357
1.75 1.75 1.775558
1.75 1.75 1.775762
1.75 1.75 1.775969
1.75 1.75 1.776179
1.75 1.75 1.776392
1.75 1.75 1.776608
1.75 1.75 1.776827
1.75 1.75 1.777049
1.75 1.75 1.777275
1.75 1.75 1.777503
1.75 1.75 1.777735
1.75 1.75 1.777970
1.75 1.75 1.778209
1.75 1.75 1.778451
1.75 1.75 1.778696
1.75 1.75 1.778945
1.75 1.75 1.779197
1.75 1.75 1.779453
1.75 1.75 1.779712
1.75 1.75 1.779975
1.75 1.75 1.780242
1.75 1.75 1.780512
1.75 1.75 1.780786
1.75 1.75 1.781064
1.75 1.75 1.781346
1.75 1.75 1.781632
1.75 1.75 1.781922
1.75 1.75 1.782216
1.75 1.75 1.782514
1.75 1.75 1.782816
1.75 1.75 1.783122
1.75 1.75 1.783433
1.75 1.75 1.783486
1.75 1.75 1.783542
1.75 1.75 1.783423
1.75 1.75 1.783306
1.75 1.75 1.783192
1.75 1.75 1.783080
1.75 1.75 1.782971
1.75 1.75 1.782864
1.75 1.75 1.782759
1.75 1.75 1.782657
1.75 1.75 1.782557
1.75 1.75 1.782460
1.75 1.75 1.782364
1.75 1.75 1.782271
1.75 1.75 1.782180
1.75 1.75 1.782091
1.75 1.75 1.782005
1.75 1.75 1.781921
1.75 1.75 1.781838
1.75 1.75 1.781758
1.75 1.75 1.781680
1.75 1.75 1.781604
1.75 1.75 1.781531
1.75 1.75 1.781459
1.75 1.75 1.781389
1.75 1.75 1.781321
1.75 1.75 1.781256
1.75 1.75 1.781192
1.75 1.75 1.781130
1.75 1.75 1.781071
1.75 1.75 1.781013
1.75 1.75 1.780957
1.75 1.75 1.780903
1.75 1.75 1.780851
1.75 1.75 1.780801
1.75 1.75 1.780753
1.75 1.75 1.780707
1.75 1.75 1.780663
1.75 1.75 1.780620
1.75 1.75 1.780579
1.75 1.75 1.780541
1.75 1.75 1.780504
1.75 1.75 1.780468
1.75 1.75 1.780435
1.75 1.75 1.780404
1.75 1.75 1.780374
1.75 1.75 1.780346
1.75 1.75 1.780320
1.75 1.75 1.780296
1.75 1.75 1.780273
1.75 1.75 1.780253
1.75 1.75 1.780234
1.75 1.75 1.780216
1.75 1.75 1.780201
1.75 1.75 1.780187
1.75 1.75 1.780176
1.75 1.75 1.780165
1.75 1.75 1.780157
1.75 1.75 1.780150
1.75 1.75 1.780145
1.75 1.75 1.780142
1.75 1.75 1.780141
1.75 1.75 1.780141
1.75 1.75 1.780143
1.75 1.75 1.780147
1.75 1.75 1.780153
1.75 1.75 1.780160
1.75 1.75 1.780169
1.75 1.75 1.780180
1.75 1.75 1.780192
1.75 1.75 1.780207
1.75 1.75 1.780223
1.75 1.75 1.780240
1.75 1.75 1.780260
1.75 1.75 1.780281
1.75 1.75 1.780304
1.75 1.75 1.780329
1.75 1.75 1.780355
1.75 1.75 1.780384
1.75 1.75 1.780414
1.75 1.75 1.780446
1.75 1.75 1.780479
1.75 1.75 1.780515
1.75 1.75 1.780552
1.75 1.75 1.780591
1.75 1.75 1.780632
1.75 1.75 1.780674
1.75 1.75 1.780719
1.75 1.75 1.780765
1.75 1.75 1.780813
1.75 1.75 1.780863
1.75 1.75 1.780915
1.75 1.75 1.780968
1.75 1.75 1.781024
1.75 1.75 1.781081
1.75 1.75 1.781140
1.75 1.75 1.781202
1.75 1.75 1.781265
1.75 1.75 1.781330
1.75 1.75 1.781396
1.75 1.75 1.781465
1.75 1.75 1.781536
1.75 1.75 1.781609
1.75 1.75 1.781684
1.75 1.75 1.781760
1.75 1.75 1.781839
1.75 1.75 1.781920
1.75 1.75 1.782003
1.75 1.75 1.782088
1.75 1.75 1.782174
1.75 1.75 1.782263
