# Viterbi_decoding posterior_decoding posterior_mean
1.75 1.75 1.841361
1.75 1.75 1.841021
1.75 1.75 1.840684
1.75 1.75 1.840349
1.75 1.75 1.840017
1.75 1.75 1.839688
1.75 1.75 1.839360
1.75 1.75 1.839036
1.75 1.75 1.838714
1.75 1.75 1.838394
1.75 1.75 1.838077
1.75 1.75 1.837762
1.75 1.75 1.837450
1.75 1.75 1.837140
1.75 1.75 1.836832
1.75 1.75 1.836527
1.75 1.75 1.836225
1.75 1.75 1.835924
1.75 1.75 1.835627
1.75 1.75 1.835331
1.75 1.75 1.835038
1.75 1.75 1.834747
1.75 1.75 1.834459
1.75 1.75 1.834173
1.75 1.75 1.833889
1.75 1.75 1.833608
1.75 1.75 1.833329
1.75 1.75 1.833052
1.75 1.75 1.832777
1.75 1.75 1.832505
1.75 1.75 1.832235
1.75 1.75 1.831968
1.75 1.75 1.831702
1.75 1.75 1.831439
1.75 1.75 1.831178
1.75 1.75 1.830920
1.75 1.75 1.830663
1.75 1.75 1.830409
1.75 1.75 1.830157
1.75 1.75 1.829908
1.75 1.75 1.829660
1.75 1.75 1.828514
1.75 1.75 1.827375
1.75 1.75 1.826242
1.75 1.75 1.825116
1.75 1.75 1.823996
1.75 1.75 1.822883
1.75 1.75 1.821776
1.75 1.75 1.820676
1.75 1.75 1.819582
1.75 1.75 1.818495
1.75 1.75 1.817413
1.75 1.75 1.816338
1.75 1.75 1.815269
1.75 1.75 1.814207
1.75 1.75 1.813150
1.75 1.75 1.812100
1.75 1.75 1.811055
1.75 1.75 1.810017
1.75 1.75 1.808984
1.75 1.75 1.807958
1.75 1.75 1.806937
1.75 1.75 1.805922
1.75 1.75 1.804913
1.75 1.75 1.803910
1.75 1.75 1.802912
1.75 1.75 1.801920
1.75 1.75 1.800934
1.75 1.75 1.799953
1.75 1.75 1.798978
1.75 1.75 1.798009
1.75 1.75 1.797045
1.75 1.75 1.796086
1.75 1.75 1.795133
1.75 1.75 1.794185
1.75 1.75 1.793243
1.75 1.75 1.792306
1.75 1.75 1.791375
1.75 1.75 1.790448
1.75 1.75 1.789527
1.75 1.75 1.788611
1.75 1.75 1.787700
1.75 1.75 1.786795
1.75 1.75 1.785894
1.75 1.75 1.784998
1.75 1.75 1.784108
1.75 1.75 1.783222
1.75 1.75 1.782342
1.75 1.75 1.781466
1.75 1.75 1.780596
1.75 1.75 1.779730
1.75 1.75 1.778869
1.75 1.75 1.778013
1.75 1.75 1.777162
1.75 1.75 1.776315
1.75 1.75 1.775473
1.75 1.75 1.774636
1.75 1.75 1.773803
1.75 1.75 1.772975
1.75 1.75 1.772152
1.75 1.75 1.771333
1.75 1.75 1.770519
1.75 1.75 1.769710
1.75 1.75 1.768905
1.75 1.75 1.768104
1.75 1.75 1.767308
1.75 1.75 1.766516
1.75 1.75 1.765728
1.75 1.75 1.764945
1.75 1.75 1.764166
1.75 1.75 1.763392
1.75 1.75 1.762622
1.75 1.75 1.761856
1.75 1.75 1.761094
1.75 1.75 1.760336
1.75 1.75 1.759583
1.75 1.75 1.758834
1.75 1.75 1.758088
1.75 1.75 1.757347
1.75 1.75 1.756610
1.75 1.75 1.755877
1.75 1.75 1.755148
1.75 1.75 1.754424
1.75 1.75 1.753703
1.75 1.75 1.752985
1.75 1.75 1.752272
1.75 1.75 1.751563
1.75 1.75 1.750858
1.75 1.75 1.750156
1.75 1.75 1.749458
1.75 1.75 1.748764
1.75 1.75 1.748074
1.75 1.75 1.747388
1.75 1.75 1.746705
1.75 1.75 1.746026
1.75 1.75 1.745351
1.75 1.75 1.744679
1.75 1.75 1.744011
1.75 1.75 1.743347
1.75 1.75 1.742686
1.75 1.75 1.742029
1.75 1.75 1.741375
1.75 1.75 1.740725
1.75 1.75 1.740078
1.75 1.75 1.739435
1.75 1.75 1.738796
1.75 1.75 1.738159
1.75 1.75 1.737527
1.75 1.75 1.736897
1.75 1.75 1.736271
1.75 1.75 1.735648
1.75 1.75 1.735029
1.75 1.75 1.734413
1.75 1.75 1.733800
1.75 1.75 1.733191
1.75 1.75 1.732585
1.75 1.75 1.731982
1.75 1.75 1.731382
1.75 1.75 1.730786
1.75 1.75 1.730192
1.75 1.75 1.729602
1.75 1.75 1.729015
1.75 1.75 1.728432
1.75 1.75 1.727851
1.75 1.75 1.727273
1.75 1.75 1.726699
1.75 1.75 1.726127
1.75 1.75 1.725559
1.75 1.75 1.724993
1.75 1.75 1.724431
1.75 1.75 1.723871
1.75 1.75 1.723315
1.75 1.75 1.722761
1.75 1.75 1.722210
1.75 1.75 1.721663
1.75 1.75 1.721118
1.75 1.75 1.720576
1.75 1.75 1.720037
1.75 1.75 1.719501
1.75 1.75 1.718967
1.75 1.75 1.718437
1.75 1.75 1.717909
1.75 1.75 1.717384
1.75 1.75 1.716861
1.75 1.75 1.716342
1.75 1.75 1.715825
1.75 1.75 1.715311
1.75 1.75 1.714800
1.75 1.75 1.714291
1.75 1.75 1.713785
1.75 1.75 1.713282
1.75 1.75 1.712781
1.75 1.75 1.712283
1.75 1.75 1.711787
1.75 1.75 1.711295
1.75 1.75 1.710804
1.75 1.75 1.710316
1.75 1.75 1.709831
1.75 1.75 1.709349
1.75 1.75 1.708868
1.75 1.75 1.708391
1.75 1.75 1.707916
1.75 1.75 1.707443
1.75 1.75 1.706973
1.75 1.75 1.706505
1.75 1.75 1.706040
1.75 1.75 1.705577
1.75 1.75 1.705116
1.75 1.75 1.704658
1.75 1.75 1.704202
1.75 1.75 1.703749
1.75 1.75 1.703298
1.75 1.75 1.702849
1.75 1.75 1.702403
1.75 1.75 1.701959
1.75 1.75 1.701517
1.75 1.75 1.701078
1.75 1.75 1.700641
1.75 1.75 1.700206
1.75 1.75 1.699773
1.75 1.75 1.699343
1.75 1.75 1.698914
1.75 1.75 1.698488
1.75 1.75 1.698065
1.75 1.75 1.697643
1.75 1.75 1.697224
1.75 1.75 1.696806
1.75 1.75 1.696391
1.75 1.75 1.695978
1.75 1.75 1.695567
1.75 1.75 1.695159
1.75 1.75 1.694752
1.75 1.75 1.694347
1.75 1.75 1.693945
1.75 1.75 1.693544
1.75 1.75 1.693146
1.75 1.75 1.692750
1.75 1.75 1.692355
1.75 1.75 1.691963
1.75 1.75 1.691573
1.75 1.75 1.691185
1.75 1.75 1.690798
1.75 1.75 1.690414
1.75 1.75 1.690032
1.75 1.75 1.689651
1.75 1.75 1.689273
1.75 1.75 1.688896
1.75 1.75 1.688522
1.75 1.75 1.688149
1.75 1.75 1.687778
1.75 1.75 1.687410
1.75 1.75 1.687043
1.75 1.75 1.686678
1.75 1.75 1.686314
1.75 1.75 1.685953
1.75 1.75 1.685593
1.75 1.75 1.685236
1.75 1.75 1.684880
1.75 1.75 1.684526
1.75 1.75 1.684173
1.75 1.75 1.683823
1.75 1.75 1.683474
1.75 1.75 1.683127
1.75 1.75 1.682782
1.75 1.75 1.682438
1.75 1.75 1.682097
1.75 1.75 1.681757
1.75 1.75 1.681419
1.75 1.75 1.681082
1.75 1.75 1.680747
1.75 1.75 1.680414
1.75 1.75 1.680083
1.75 1.75 1.679753
1.75 1.75 1.679425
1.75 1.75 1.679098
1.75 1.75 1.678774
1.75 1.75 1.678451
1.75 1.75 1.678129
1.75 1.75 1.677809
1.75 1.75 1.677491
1.75 1.75 1.677174
1.75 1.75 1.676859
1.75 1.75 1.676546
1.75 1.75 1.676234
1.75 1.75 1.675924
1.75 1.75 1.675615
1.75 1.75 1.675308
1.75 1.75 1.675002
1.75 1.75 1.674698
1.75 1.75 1.674396
1.75 1.75 1.674095
1.75 1.75 1.673795
1.75 1.75 1.673497
1.75 1.75 1.673201
1.75 1.75 1.672906
1.75 1.75 1.672613
1.75 1.75 1.672321
1.75 1.75 1.672030
1.75 1.75 1.671741
1.75 1.75 1.671453
1.75 1.75 1.671167
1.75 1.75 1.670882
1.75 1.75 1.670599
1.75 1.75 1.670317
1.75 1.75 1.670037
1.75 1.75 1.669758
1.75 1.75 1.669480
1.75 1.75 1.669204
1.75 1.75 1.668929
1.75 1.75 1.668656
1.75 1.75 1.668384
1.75 1.75 1.668113
1.75 1.75 1.667844
1.75 1.75 1.667576
1.75 1.75 1.667309
1.75 1.75 1.667044
1.75 1.75 1.666780
1.75 1.75 1.666517
1.75 1.75 1.666256
1.75 1.75 1.665996
1.75 1.75 1.665737
1.75 1.75 1.665480
1.75 1.75 1.665224
1.75 1.75 1.664969
1.75 1.75 1.664715
1.75 1.75 1.664463
1.75 1.75 1.664212
1.75 1.75 1.663962
1.75 1.75 1.663714
1.75 1.75 1.663467
1.75 1.75 1.663221
1.75 1.75 1.662976
1.75 1.75 1.662733
1.75 1.75 1.662490
1.75 1.75 1.662249
1.75 1.75 1.662009
1.75 1.75 1.661771
1.75 1.75 1.661533
1.75 1.75 1.661297
1.75 1.75 1.661062
1.75 1.75 1.660828
1.75 1.75 1.660596
1.75 1.75 1.660364
1.75 1.75 1.660134
1.75 1.75 1.659905
1.75 1.75 1.659677
1.75 1.75 1.659450
1.75 1.75 1.659224
1.75 1.75 1.658999
1.75 1.75 1.658776
1.75 1.75 1.658553
1.75 1.75 1.658332
1.75 1.75 1.658112
1.75 1.75 1.657893
1.75 1.75 1.657675
1.75 1.75 1.657459
1.75 1.75 1.657243
1.75 1.75 1.657028
1.75 1.75 1.656815
1.75 1.75 1.656602
1.75 1.75 1.656391
1.75 1.75 1.656181
1.75 1.75 1.655971
1.75 1.75 1.655763
1.75 1.75 1.655556
1.75 1.75 1.655350
1.75 1.75 1.655145
1.75 1.75 1.654941
1.75 1.75 1.654738
1.75 1.75 1.654536
1.75 1.75 1.654335
1.75 1.75 1.654135
1.75 1.75 1.653936
1.75 1.75 1.653739
1.75 1.75 1.653542
1.75 1.75 1.653346
1.75 1.75 1.653151
1.75 1.75 1.652957
1.75 1.75 1.652764
1.75 1.75 1.652572
1.75 1.75 1.652381
1.75 1.75 1.652191
1.75 1.75 1.652002
1.75 1.75 1.651814
1.75 1.75 1.651627
1.75 1.75 1.651441
1.75 1.75 1.651256
1.75 1.75 1.651072
1.75 1.75 1.650889
1.75 1.75 1.650706
1.75 1.75 1.650525
1.75 1.75 1.650344
1.75 1.75 1.650165
1.75 1.75 1.649986
1.75 1.75 1.649809
1.75 1.75 1.649632
1.75 1.75 1.649456
1.75 1.75 1.649281
1.75 1.75 1.649107
1.75 1.75 1.648934
1.75 1.75 1.648761
1.75 1.75 1.648590
1.75 1.75 1.648419
1.75 1.75 1.648250
1.75 1.75 1.648081
1.75 1.75 1.647913
1.75 1.75 1.647746
1.75 1.75 1.647580
1.75 1.75 1.647414
1.75 1.75 1.647250
1.75 1.75 1.647086
1.75 1.75 1.646924
1.75 1.75 1.646762
1.75 1.75 1.646601
1.75 1.75 1.646440
1.75 1.75 1.646281
1.75 1.75 1.646122
1.75 1.75 1.645965
1.75 1.75 1.645808
1.75 1.75 1.645652
1.75 1.75 1.645496
1.75 1.75 1.645342
1.75 1.75 1.645188
1.75 1.75 1.645035
1.75 1.75 1.644883
1.75 1.75 1.644732
1.75 1.75 1.644582
1.75 1.75 1.644432
1.75 1.75 1.644283
1.75 1.75 1.644135
1.75 1.75 1.643988
1.75 1.75 1.643841
1.75 1.75 1.643695
1.75 1.75 1.643550
1.75 1.75 1.643406
1.75 1.75 1.643263
1.75 1.75 1.643120
1.75 1.75 1.642978
1.75 1.75 1.642837
1.75 1.75 1.642696
1.75 1.75 1.642557
1.75 1.75 1.642418
1.75 1.75 1.642280
1.75 1.75 1.642142
1.75 1.75 1.642005
1.75 1.75 1.641870
1.75 1.75 1.641734
1.75 1.75 1.641600
1.75 1.75 1.641466
1.75 1.75 1.641333
1.75 1.75 1.641201
1.75 1.75 1.641069
1.75 1.75 1.640938
1.75 1.75 1.640808
1.75 1.75 1.640678
1.75 1.75 1.640549
1.75 1.75 1.640421
1.75 1.75 1.640294
1.75 1.75 1.640167
1.75 1.75 1.640041
1.75 1.75 1.639916
1.75 1.75 1.639791
1.75 1.75 1.639667
1.75 1.75 1.639544
1.75 1.75 1.639422
1.75 1.75 1.639300
1.75 1.75 1.639178
1.75 1.75 1.639058
1.75 1.75 1.638938
1.75 1.75 1.638819
1.75 1.75 1.638700
1.75 1.75 1.638582
1.75 1.75 1.638465
1.75 1.75 1.638348
1.75 1.75 1.638232
1.75 1.75 1.638117
1.75 1.75 1.638003
1.75 1.75 1.637889
1.75 1.75 1.637775
1.75 1.75 1.637663
1.75 1.75 1.637551
1.75 1.75 1.637439
1.75 1.75 1.637328
1.75 1.75 1.637218
1.75 1.75 1.637109
1.75 1.75 1.637000
1.75 1.75 1.636891
1.75 1.75 1.636784
1.75 1.75 1.636677
1.75 1.75 1.636570
1.75 1.75 1.636465
1.75 1.75 1.636359
1.75 1.75 1.636255
1.75 1.75 1.636151
1.75 1.75 1.636047
1.75 1.75 1.635945
1.75 1.75 1.635843
1.75 1.75 1.635741
1.75 1.75 1.635640
1.75 1.75 1.635540
1.75 1.75 1.635440
1.75 1.75 1.635341
1.75 1.75 1.635242
1.75 1.75 1.635144
1.75 1.75 1.635047
1.75 1.75 1.634950
1.75 1.75 1.634854
1.75 1.75 1.634758
1.75 1.75 1.634663
1.75 1.75 1.634568
1.75 1.75 1.634474
1.75 1.75 1.634381
1.75 1.75 1.634288
1.75 1.75 1.634196
1.75 1.75 1.634104
1.75 1.75 1.634013
1.75 1.75 1.633923
1.75 1.75 1.633833
1.75 1.75 1.633743
1.75 1.75 1.633654
1.75 1.75 1.633566
1.75 1.75 1.633478
1.75 1.75 1.633391
1.75 1.75 1.633304
1.75 1.75 1.633218
1.75 1.75 1.633133
1.75 1.75 1.633048
1.75 1.75 1.632963
1.75 1.75 1.632879
1.75 1.75 1.632796
1.75 1.75 1.632713
1.75 1.75 1.632631
1.75 1.75 1.632549
1.75 1.75 1.632468
1.75 1.75 1.632387
1.75 1.75 1.632307
1.75 1.75 1.632227
1.75 1.75 1.632148
1.75 1.75 1.632069
1.75 1.75 1.631991
1.75 1.75 1.631913
1.75 1.75 1.631836
1.75 1.75 1.631760
1.75 1.75 1.631683
1.75 1.75 1.631608
1.75 1.75 1.631533
1.75 1.75 1.631458
1.75 1.75 1.631384
1.75 1.75 1.631311
1.75 1.75 1.631238
1.75 1.75 1.631165
1.75 1.75 1.631093
1.75 1.75 1.631022
1.75 1.75 1.630951
1.75 1.75 1.630880
1.75 1.75 1.630810
1.75 1.75 1.630741
1.75 1.75 1.630672
1.75 1.75 1.630603
1.75 1.75 1.630535
1.75 1.75 1.630467
1.75 1.75 1.630400
1.75 1.75 1.630334
1.75 1.75 1.630268
1.75 1.75 1.630202
1.75 1.75 1.630137
1.75 1.75 1.630072
1.75 1.75 1.630008
1.75 1.75 1.629944
1.75 1.75 1.629881
1.75 1.75 1.629818
1.75 1.75 1.629756
1.75 1.75 1.629694
1.75 1.75 1.629633
1.75 1.75 1.629572
1.75 1.75 1.629512
1.75 1.75 1.629452
1.75 1.75 1.629392
1.75 1.75 1.629333
1.75 1.75 1.629275
1.75 1.75 1.629217
1.75 1.75 1.629159
1.75 1.75 1.629102
1.75 1.75 1.629045
1.75 1.75 1.628989
1.75 1.75 1.628933
1.75 1.75 1.628878
1.75 1.75 1.628823
1.75 1.75 1.628769
1.75 1.75 1.628715
1.75 1.75 1.628661
1.75 1.75 1.628608
1.75 1.75 1.628555
1.75 1.75 1.628503
1.75 1.75 1.628452
1.75 1.75 1.628400
1.75 1.75 1.628349
1.75 1.75 1.628299
1.75 1.75 1.628249
1.75 1.75 1.628200
1.75 1.75 1.628151
1.75 1.75 1.628102
1.75 1.75 1.628054
1.75 1.75 1.628006
1.75 1.75 1.627959
1.75 1.75 1.627912
1.75 1.75 1.627865
1.75 1.75 1.627819
1.75 1.75 1.627774
1.75 1.75 1.627729
1.75 1.75 1.627684
1.75 1.75 1.627640
1.75 1.75 1.627596
1.75 1.75 1.627552
1.75 1.75 1.627509
1.75 1.75 1.627467
1.75 1.75 1.627425
1.75 1.75 1.627383
1.75 1.75 1.627342
1.75 1.75 1.627301
1.75 1.75 1.627260
1.75 1.75 1.627220
1.75 1.75 1.627181
1.75 1.75 1.627141
1.75 1.75 1.627103
1.75 1.75 1.627064
1.75 1.75 1.627026
1.75 1.75 1.626989
1.75 1.75 1.626952
1.75 1.75 1.626915
1.75 1.75 1.626879
1.75 1.75 1.626843
1.75 1.75 1.626807
1.75 1.75 1.626772
1.75 1.75 1.626738
1.75 1.75 1.626703
1.75 1.75 1.626670
1.75 1.75 1.626636
1.75 1.75 1.626603
1.75 1.75 1.626571
1.75 1.75 1.626538
1.75 1.75 1.626507
1.75 1.75 1.626475
1.75 1.75 1.626444
1.75 1.75 1.626414
