# Viterbi_decoding posterior_decoding posterior_mean
1.75 1.75 1.811372
1.75 1.75 1.811608
1.75 1.75 1.811849
1.75 1.75 1.812093
1.75 1.75 1.812341
1.75 1.75 1.812593
1.75 1.75 1.812849
1.75 1.75 1.813108
1.75 1.75 1.813371
1.75 1.75 1.813639
1.75 1.75 1.813910
1.75 1.75 1.814186
1.75 1.75 1.814465
1.75 1.75 1.814281
1.75 1.75 1.814101
1.75 1.75 1.813925
1.75 1.75 1.813753
1.75 1.75 1.813584
1.75 1.75 1.813420
1.75 1.75 1.813259
1.75 1.75 1.813101
1.75 1.75 1.812947
1.75 1.75 1.812797
1.75 1.75 1.812650
1.75 1.75 1.812506
1.75 1.75 1.812366
1.75 1.75 1.812229
1.75 1.75 1.812095
1.75 1.75 1.811965
1.75 1.75 1.811837
1.75 1.75 1.811713
1.75 1.75 1.811592
1.75 1.75 1.811474
1.75 1.75 1.811359
1.75 1.75 1.811247
1.75 1.75 1.811138
1.75 1.75 1.811032
1.75 1.75 1.810928
1.75 1.75 1.810828
1.75 1.75 1.810730
1.75 1.75 1.810635
1.75 1.75 1.810543
1.75 1.75 1.810453
1.75 1.75 1.810366
1.75 1.75 1.810282
1.75 1.75 1.810200
1.75 1.75 1.810121
1.75 1.75 1.810044
1.75 1.75 1.809970
1.75 1.75 1.809899
1.75 1.75 1.809830
1.75 1.75 1.809763
1.75 1.75 1.809698
1.75 1.75 1.809636
1.75 1.75 1.809577
1.75 1.75 1.809520
1.75 1.75 1.809465
1.75 1.75 1.809412
1.75 1.75 1.809361
1.75 1.75 1.809313
1.75 1.75 1.809267
1.75 1.75 1.809223
1.75 1.75 1.809182
1.75 1.75 1.809142
1.75 1.75 1.809105
1.75 1.75 1.809070
1.75 1.75 1.809037
1.75 1.75 1.809006
1.75 1.75 1.808977
1.75 1.75 1.808950
1.75 1.75 1.808925
1.75 1.75 1.808903
1.75 1.75 1.808882
1.75 1.75 1.808863
1.75 1.75 1.808846
1.75 1.75 1.808831
1.75 1.75 1.808818
1.75 1.75 1.808807
1.75 1.75 1.808798
1.75 1.75 1.808791
1.75 1.75 1.808786
1.75 1.75 1.808783
1.75 1.75 1.808781
1.75 1.75 1.808782
1.75 1.75 1.808784
1.75 1.75 1.808788
1.75 1.75 1.808795
1.75 1.75 1.808802
1.75 1.75 1.808812
1.75 1.75 1.808824
1.75 1.75 1.808837
1.75 1.75 1.808852
1.75 1.75 1.808869
1.75 1.75 1.808888
1.75 1.75 1.808908
1.75 1.75 1.808930
1.75 1.75 1.808954
1.75 1.75 1.808980
1.75 1.75 1.809008
1.75 1.75 1.809037
1.75 1.75 1.809068
1.75 1.75 1.809101
1.75 1.75 1.809136
1.75 1.75 1.809172
1.75 1.75 1.809210
1.75 1.75 1.809250
1.75 1.75 1.809291
1.75 1.75 1.809335
1.75 1.75 1.809380
1.75 1.75 1.809426
1.75 1.75 1.809475
1.75 1.75 1.809525
1.75 1.75 1.809577
1.75 1.75 1.809630
1.75 1.75 1.809686
1.75 1.75 1.809743
1.75 1.75 1.809802
1.75 1.75 1.809862
1.75 1.75 1.809924
1.75 1.75 1.809988
1.75 1.75 1.810054
1.75 1.75 1.810121
1.75 1.75 1.810191
1.75 1.75 1.810261
1.75 1.75 1.810334
1.75 1.75 1.810408
1.75 1.75 1.810485
1.75 1.75 1.810562
1.75 1.75 1.810642
1.75 1.75 1.810724
1.75 1.75 1.810807
1.75 1.75 1.810892
1.75 1.75 1.810978
1.75 1.75 1.811067
1.75 1.75 1.811157
1.75 1.75 1.811249
1.75 1.75 1.811343
1.75 1.75 1.811439
1.75 1.75 1.811536
1.75 1.75 1.811636
1.75 1.75 1.811737
1.75 1.75 1.811840
1.75 1.75 1.811945
1.75 1.75 1.812052
1.75 1.75 1.812160
1.75 1.75 1.812271
1.75 1.75 1.812383
1.75 1.75 1.812498
1.75 1.75 1.812614
1.75 1.75 1.812732
1.75 1.75 1.812852
1.75 1.75 1.812975
1.75 1.75 1.813099
1.75 1.75 1.813225
1.75 1.75 1.813353
1.75 1.75 1.813483
1.75 1.75 1.813615
1.75 1.75 1.813749
1.75 1.75 1.813886
1.75 1.75 1.814024
1.75 1.75 1.814164
1.75 1.75 1.814307
1.75 1.75 1.814452
1.75 1.75 1.814599
1.75 1.75 1.814748
1.75 1.75 1.814899
1.75 1.75 1.815053
1.75 1.75 1.815208
1.75 1.75 1.815366
1.75 1.75 1.815527
1.75 1.75 1.815689
1.75 1.75 1.815854
1.75 1.75 1.816021
1.75 1.75 1.816191
1.75 1.75 1.816363
1.75 1.75 1.816538
1.75 1.75 1.816715
1.75 1.75 1.816894
1.75 1.75 1.817076
1.75 1.75 1.817261
1.75 1.75 1.817448
1.75 1.75 1.817638
1.75 1.75 1.817831
1.75 1.75 1.818026
1.75 1.75 1.818224
1.75 1.75 1.818424
1.75 1.75 1.818628
1.75 1.75 1.818834
1.75 1.75 1.819043
1.75 1.75 1.819255
1.75 1.75 1.819470
1.75 1.75 1.819688
1.75 1.75 1.819909
1.75 1.75 1.820134
1.75 1.75 1.820361
1.75 1.75 1.820591
1.75 1.75 1.820825
1.75 1.75 1.821062
1.75 1.75 1.821302
1.75 1.75 1.821546
1.75 1.75 1.821793
1.75 1.75 1.822043
1.75 1.75 1.822297
1.75 1.75 1.822555
1.75 1.75 1.822816
1.75 1.75 1.823081
1.75 1.75 1.823350
1.75 1.75 1.823622
1.75 1.75 1.823248
1.75 1.75 1.822878
1.75 1.75 1.822512
1.75 1.75 1.822151
1.75 1.75 1.821794
1.75 1.75 1.821441
1.75 1.75 1.821092
1.75 1.75 1.820747
1.75 1.75 1.820407
1.75 1.75 1.820070
1.75 1.75 1.819737
1.75 1.75 1.819409
1.75 1.75 1.819084
1.75 1.75 1.818763
1.75 1.75 1.818445
1.75 1.75 1.818132
1.75 1.75 1.817822
1.75 1.75 1.817516
1.75 1.75 1.817213
1.75 1.75 1.816914
1.75 1.75 1.816619
1.75 1.75 1.816327
1.75 1.75 1.816038
1.75 1.75 1.815754
1.75 1.75 1.815472
1.75 1.75 1.815194
1.75 1.75 1.814919
1.75 1.75 1.814648
1.75 1.75 1.814380
1.75 1.75 1.814115
1.75 1.75 1.813854
1.75 1.75 1.813595
1.75 1.75 1.813340
1.75 1.75 1.813088
1.75 1.75 1.812839
1.75 1.75 1.812594
1.75 1.75 1.812351
1.75 1.75 1.812111
1.75 1.75 1.811875
1.75 1.75 1.811641
1.75 1.75 1.811411
1.75 1.75 1.811183
1.75 1.75 1.810958
1.75 1.75 1.810737
1.75 1.75 1.810518
1.75 1.75 1.810302
1.75 1.75 1.810088
1.75 1.75 1.809878
1.75 1.75 1.809671
1.75 1.75 1.809466
1.75 1.75 1.809264
1.75 1.75 1.809065
1.75 1.75 1.808868
1.75 1.75 1.808674
1.75 1.75 1.808483
1.75 1.75 1.808295
1.75 1.75 1.808109
1.75 1.75 1.807926
1.75 1.75 1.807745
1.75 1.75 1.807567
1.75 1.75 1.807392
1.75 1.75 1.807219
1.75 1.75 1.807048
1.75 1.75 1.806881
1.75 1.75 1.806715
1.75 1.75 1.806553
1.75 1.75 1.806393
1.75 1.75 1.806235
1.75 1.75 1.806079
1.75 1.75 1.805927
1.75 1.75 1.805776
1.75 1.75 1.805628
1.75 1.75 1.805483
1.75 1.75 1.805340
1.75 1.75 1.805199
1.75 1.75 1.805060
1.75 1.75 1.804924
1.75 1.75 1.804791
1.75 1.75 1.804659
1.75 1.75 1.804530
1.75 1.75 1.804404
1.75 1.75 1.804279
1.75 1.75 1.804157
1.75 1.75 1.804037
1.75 1.75 1.803920
1.75 1.75 1.803805
1.75 1.75 1.803692
1.75 1.75 1.803581
1.75 1.75 1.803473
1.75 1.75 1.803366
1.75 1.75 1.803262
1.75 1.75 1.803161
1.75 1.75 1.803061
1.75 1.75 1.802964
1.75 1.75 1.802869
1.75 1.75 1.802776
1.75 1.75 1.802685
1.75 1.75 1.802597
1.75 1.75 1.802510
1.75 1.75 1.802426
1.75 1.75 1.802344
1.75 1.75 1.802265
1.75 1.75 1.802187
1.75 1.75 1.802111
1.75 1.75 1.802038
1.75 1.75 1.801967
1.75 1.75 1.801898
1.75 1.75 1.801831
1.75 1.75 1.801767
1.75 1.75 1.801704
1.75 1.75 1.801644
1.75 1.75 1.801586
1.75 1.75 1.801529
1.75 1.75 1.801475
1.75 1.75 1.801424
1.75 1.75 1.801374
1.75 1.75 1.801327
1.75 1.75 1.801281
1.75 1.75 1.801238
1.75 1.75 1.801197
1.75 1.75 1.801158
1.75 1.75 1.801121
1.75 1.75 1.801086
1.75 1.75 1.801054
1.75 1.75 1.801023
1.75 1.75 1.800995
1.75 1.75 1.800969
1.75 1.75 1.800945
1.75 1.75 1.800924
1.75 1.75 1.800904
1.75 1.75 1.800887
1.75 1.75 1.800871
1.75 1.75 1.800858
1.75 1.75 1.800848
1.75 1.75 1.800839
1.75 1.75 1.800832
1.75 1.75 1.800828
1.75 1.75 1.800826
1.75 1.75 1.800826
1.75 1.75 1.800829
1.75 1.75 1.800833
1.75 1.75 1.800840
1.75 1.75 1.800850
1.75 1.75 1.800861
1.75 1.75 1.800875
1.75 1.75 1.800891
1.75 1.75 1.800909
1.75 1.75 1.800929
1.75 1.75 1.800952
1.75 1.75 1.800978
1.75 1.75 1.801005
1.75 1.75 1.801035
1.75 1.75 1.801067
1.75 1.75 1.801102
1.75 1.75 1.801139
1.75 1.75 1.801179
1.75 1.75 1.801221
1.75 1.75 1.801265
1.75 1.75 1.801312
1.75 1.75 1.801361
1.75 1.75 1.801413
1.75 1.75 1.801467
1.75 1.75 1.801524
1.75 1.75 1.801584
1.75 1.75 1.801646
1.75 1.75 1.801711
1.75 1.75 1.801778
1.75 1.75 1.801848
1.75 1.75 1.801920
1.75 1.75 1.801996
1.75 1.75 1.802074
1.75 1.75 1.802154
1.75 1.75 1.802238
1.75 1.75 1.802324
1.75 1.75 1.802414
1.75 1.75 1.802506
1.75 1.75 1.802600
1.75 1.75 1.802698
1.75 1.75 1.801614
1.75 1.75 1.800538
1.75 1.75 1.799471
1.75 1.75 1.798412
1.75 1.75 1.797361
1.75 1.75 1.796319
1.75 1.75 1.795285
1.75 1.75 1.794258
1.75 1.75 1.793240
1.75 1.75 1.792230
1.75 1.75 1.791227
1.75 1.75 1.790233
1.75 1.75 1.789246
1.75 1.75 1.788266
1.75 1.75 1.787294
1.75 1.75 1.786330
1.75 1.75 1.785373
1.75 1.75 1.784423
1.75 1.75 1.783480
1.75 1.75 1.782545
1.75 1.75 1.781616
1.75 1.75 1.780695
1.75 1.75 1.779781
1.75 1.75 1.778873
1.75 1.75 1.777972
1.75 1.75 1.777079
1.75 1.75 1.776191
1.75 1.75 1.775311
1.75 1.75 1.774437
1.75 1.75 1.773569
1.75 1.75 1.772708
1.75 1.75 1.771854
1.75 1.75 1.771006
1.75 1.75 1.770164
1.75 1.75 1.769328
1.75 1.75 1.768498
1.75 1.75 1.767675
1.75 1.75 1.766857
1.75 1.75 1.766046
1.75 1.75 1.765241
1.75 1.75 1.764441
1.75 1.75 1.763647
1.75 1.75 1.762859
1.75 1.75 1.762077
1.75 1.75 1.761301
1.75 1.75 1.760530
1.75 1.75 1.759765
1.75 1.75 1.759005
1.75 1.75 1.758251
1.75 1.75 1.757502
1.75 1.75 1.756758
1.75 1.75 1.756020
1.75 1.75 1.755288
1.75 1.75 1.754560
1.75 1.75 1.753838
1.75 1.75 1.753121
1.75 1.75 1.752409
1.75 1.75 1.751702
1.75 1.75 1.751000
1.75 1.75 1.750303
1.75 1.75 1.749611
1.75 1.75 1.748924
1.75 1.75 1.748242
1.75 1.75 1.747565
1.75 1.75 1.746892
1.75 1.75 1.746225
1.75 1.75 1.745561
1.75 1.75 1.744903
1.75 1.75 1.744249
1.75 1.75 1.743600
1.75 1.75 1.742956
1.75 1.75 1.742315
1.75 1.75 1.741680
1.75 1.75 1.741049
1.75 1.75 1.740422
1.75 1.75 1.739799
1.75 1.75 1.739181
1.75 1.75 1.738568
1.75 1.75 1.737958
1.75 1.75 1.737353
1.75 1.75 1.736752
1.75 1.75 1.736155
1.75 1.75 1.735562
1.75 1.75 1.734973
1.75 1.75 1.734388
1.75 1.75 1.733808
1.75 1.75 1.733231
1.75 1.75 1.732658
1.75 1.75 1.732090
1.75 1.75 1.731525
1.75 1.75 1.730964
1.75 1.75 1.730407
1.75 1.75 1.729853
1.75 1.75 1.729304
1.75 1.75 1.728758
1.75 1.75 1.728216
1.75 1.75 1.727677
1.75 1.75 1.727142
1.75 1.75 1.726611
1.75 1.75 1.726084
1.75 1.75 1.725560
1.75 1.75 1.725039
1.75 1.75 1.724522
1.75 1.75 1.724009
1.75 1.75 1.723499
1.75 1.75 1.722992
1.75 1.75 1.722489
1.75 1.75 1.721989
1.75 1.75 1.721493
1.75 1.75 1.721000
1.75 1.75 1.720510
1.75 1.75 1.720023
1.75 1.75 1.719540
1.75 1.75 1.719060
1.75 1.75 1.718583
1.75 1.75 1.718109
1.75 1.75 1.717639
1.75 1.75 1.717171
1.75 1.75 1.716707
1.75 1.75 1.716246
1.75 1.75 1.715788
1.75 1.75 1.715332
1.75 1.75 1.714880
1.75 1.75 1.714431
1.75 1.75 1.713985
1.75 1.75 1.713542
1.75 1.75 1.713101
1.75 1.75 1.712664
1.75 1.75 1.712229
1.75 1.75 1.711797
1.75 1.75 1.711368
1.75 1.75 1.710942
1.75 1.75 1.710519
1.75 1.75 1.710098
1.75 1.75 1.709681
1.75 1.75 1.709266
1.75 1.75 1.708853
1.75 1.75 1.708443
1.75 1.75 1.708036
1.75 1.75 1.707632
1.75 1.75 1.707230
1.75 1.75 1.706831
1.75 1.75 1.706434
1.75 1.75 1.706040
1.75 1.75 1.705649
1.75 1.75 1.705260
1.75 1.75 1.704873
1.75 1.75 1.704489
1.75 1.75 1.704108
1.75 1.75 1.703729
1.75 1.75 1.703352
1.75 1.75 1.702978
1.75 1.75 1.702606
1.75 1.75 1.702237
1.75 1.75 1.701870
1.75 1.75 1.701505
1.75 1.75 1.701142
1.75 1.75 1.700782
1.75 1.75 1.700424
1.75 1.75 1.700069
1.75 1.75 1.699716
1.75 1.75 1.699365
1.75 1.75 1.699016
1.75 1.75 1.698669
1.75 1.75 1.698325
1.75 1.75 1.697983
1.75 1.75 1.697642
1.75 1.75 1.697305
1.75 1.75 1.696969
1.75 1.75 1.696635
1.75 1.75 1.696303
1.75 1.75 1.695974
1.75 1.75 1.695647
1.75 1.75 1.695321
1.75 1.75 1.694998
1.75 1.75 1.694676
1.75 1.75 1.694357
1.75 1.75 1.694040
1.75 1.75 1.693724
1.75 1.75 1.693411
1.75 1.75 1.693100
1.75 1.75 1.692790
1.75 1.75 1.692483
1.75 1.75 1.692177
1.75 1.75 1.691873
1.75 1.75 1.691571
1.75 1.75 1.691271
1.75 1.75 1.690973
1.75 1.75 1.690677
1.75 1.75 1.690382
1.75 1.75 1.690090
1.75 1.75 1.689799
1.75 1.75 1.689510
1.75 1.75 1.689223
1.75 1.75 1.688937
1.75 1.75 1.688653
1.75 1.75 1.688371
1.75 1.75 1.688091
1.75 1.75 1.687812
1.75 1.75 1.687535
1.75 1.75 1.687260
1.75 1.75 1.686987
1.75 1.75 1.686715
1.75 1.75 1.686445
1.75 1.75 1.686176
1.75 1.75 1.685909
1.75 1.75 1.685644
1.75 1.75 1.685380
1.75 1.75 1.685118
1.75 1.75 1.684858
1.75 1.75 1.684599
1.75 1.75 1.684341
1.75 1.75 1.684086
1.75 1.75 1.683831
1.75 1.75 1.683579
1.75 1.75 1.683327
1.75 1.75 1.683078
1.75 1.75 1.682830
1.75 1.75 1.682583
1.75 1.75 1.682338
1.75 1.75 1.682094
1.75 1.75 1.681852
1.75 1.75 1.681611
1.75 1.75 1.681371
1.75 1.75 1.681133
1.75 1.75 1.680897
1.75 1.75 1.680662
1.75 1.75 1.680428
1.75 1.75 1.680196
1.75 1.75 1.679965
1.75 1.75 1.679735
1.75 1.75 1.679507
1.75 1.75 1.679280
1.75 1.75 1.679055
1.75 1.75 1.678830
1.75 1.75 1.678608
1.75 1.75 1.678386
1.75 1.75 1.678166
1.75 1.75 1.677947
1.75 1.75 1.677729
1.75 1.75 1.677513
1.75 1.75 1.677298
1.75 1.75 1.677084
1.75 1.75 1.676872
1.75 1.75 1.676660
1.75 1.75 1.676450
1.75 1.75 1.676241
1.75 1.75 1.676034
1.75 1.75 1.675827
1.75 1.75 1.675622
1.75 1.75 1.675418
1.75 1.75 1.675215
1.75 1.75 1.675014
1.75 1.75 1.674813
1.75 1.75 1.674614
1.75 1.75 1.674416
1.75 1.75 1.674219
1.75 1.75 1.674023
1.75 1.75 1.673829
1.75 1.75 1.673635
1.75 1.75 1.673443
1.75 1.75 1.673252
1.75 1.75 1.673061
1.75 1.75 1.672872
1.75 1.75 1.672684
1.75 1.75 1.672497
1.75 1.75 1.672312
1.75 1.75 1.672127
1.75 1.75 1.671943
1.75 1.75 1.671761
1.75 1.75 1.671579
1.75 1.75 1.671399
1.75 1.75 1.671219
1.75 1.75 1.671041
1.75 1.75 1.670863
1.75 1.75 1.670687
1.75 1.75 1.670511
1.75 1.75 1.670337
1.75 1.75 1.670164
1.75 1.75 1.669991
1.75 1.75 1.669820
1.75 1.75 1.669650
1.75 1.75 1.669480
1.75 1.75 1.669312
1.75 1.75 1.669144
1.75 1.75 1.668978
1.75 1.75 1.668812
1.75 1.75 1.668647
1.75 1.75 1.668484
1.75 1.75 1.668321
1.75 1.75 1.668159
1.75 1.75 1.667998
1.75 1.75 1.667838
1.75 1.75 1.667679
1.75 1.75 1.667521
1.75 1.75 1.667363
1.75 1.75 1.667207
1.75 1.75 1.667051
1.75 1.75 1.666897
1.75 1.75 1.666743
1.75 1.75 1.666590
1.75 1.75 1.666438
1.75 1.75 1.666287
1.75 1.75 1.666137
1.75 1.75 1.665987
1.75 1.75 1.665839
1.75 1.75 1.665691
1.75 1.75 1.665544
1.75 1.75 1.665398
1.75 1.75 1.665252
1.75 1.75 1.665108
1.75 1.75 1.664964
1.75 1.75 1.664822
1.75 1.75 1.664679
1.75 1.75 1.664538
1.75 1.75 1.664398
1.75 1.75 1.664258
1.75 1.75 1.664119
1.75 1.75 1.663981
1.75 1.75 1.663844
1.75 1.75 1.663707
1.75 1.75 1.663572
1.75 1.75 1.663437
1.75 1.75 1.663302
1.75 1.75 1.663169
1.75 1.75 1.663036
1.75 1.75 1.662904
1.75 1.75 1.662773
1.75 1.75 1.662642
1.75 1.75 1.662513
1.75 1.75 1.662383
1.75 1.75 1.662255
1.75 1.75 1.662128
1.75 1.75 1.662001
1.75 1.75 1.661874
1.75 1.75 1.661749
1.75 1.75 1.661624
1.75 1.75 1.661500
1.75 1.75 1.661377
1.75 1.75 1.661254
1.75 1.75 1.661132
1.75 1.75 1.661011
1.75 1.75 1.660890
1.75 1.75 1.660770
1.75 1.75 1.660651
1.75 1.75 1.660532
1.75 1.75 1.660414
1.75 1.75 1.660297
1.75 1.75 1.660180
1.75 1.75 1.660064
1.75 1.75 1.659949
1.75 1.75 1.659834
1.75 1.75 1.659720
1.75 1.75 1.659607
1.75 1.75 1.659494
1.75 1.75 1.659382
1.75 1.75 1.659270
1.75 1.75 1.659159
1.75 1.75 1.659049
1.75 1.75 1.658940
1.75 1.75 1.658830
1.75 1.75 1.658722
1.75 1.75 1.658614
1.75 1.75 1.658507
1.75 1.75 1.658400
1.75 1.75 1.658294
1.75 1.75 1.658189
1.75 1.75 1.658084
1.75 1.75 1.657980
1.75 1.75 1.657876
1.75 1.75 1.657773
1.75 1.75 1.657671
1.75 1.75 1.657569
1.75 1.75 1.657468
1.75 1.75 1.657367
1.75 1.75 1.657267
1.75 1.75 1.657167
1.75 1.75 1.657068
1.75 1.75 1.656969
1.75 1.75 1.656871
1.75 1.75 1.656774
1.75 1.75 1.656677
1.75 1.75 1.656581
1.75 1.75 1.656485
1.75 1.75 1.656390
1.75 1.75 1.656295
1.75 1.75 1.656201
1.75 1.75 1.656108
1.75 1.75 1.656014
1.75 1.75 1.655922
1.75 1.75 1.655830
1.75 1.75 1.655738
1.75 1.75 1.655647
1.75 1.75 1.655557
1.75 1.75 1.655467
1.75 1.75 1.655378
1.75 1.75 1.655289
1.75 1.75 1.655200
1.75 1.75 1.655112
1.75 1.75 1.655025
1.75 1.75 1.654938
1.75 1.75 1.654852
1.75 1.75 1.654766
1.75 1.75 1.654680
1.75 1.75 1.654595
1.75 1.75 1.654511
1.75 1.75 1.654427
1.75 1.75 1.654344
1.75 1.75 1.654261
1.75 1.75 1.654178
1.75 1.75 1.654096
1.75 1.75 1.654015
1.75 1.75 1.653934
1.75 1.75 1.653853
1.75 1.75 1.653773
1.75 1.75 1.653693
1.75 1.75 1.653614
1.75 1.75 1.653535
1.75 1.75 1.653457
1.75 1.75 1.653379
1.75 1.75 1.653302
1.75 1.75 1.653225
1.75 1.75 1.653148
1.75 1.75 1.653072
1.75 1.75 1.652997
1.75 1.75 1.652922
1.75 1.75 1.652847
1.75 1.75 1.652773
1.75 1.75 1.652699
1.75 1.75 1.652626
1.75 1.75 1.652553
1.75 1.75 1.652480
1.75 1.75 1.652408
1.75 1.75 1.652336
1.75 1.75 1.652265
1.75 1.75 1.652195
1.75 1.75 1.652124
1.75 1.75 1.652054
1.75 1.75 1.651985
1.75 1.75 1.651916
1.75 1.75 1.651847
1.75 1.75 1.651779
1.75 1.75 1.651711
1.75 1.75 1.651643
1.75 1.75 1.651576
1.75 1.75 1.651510
1.75 1.75 1.651444
1.75 1.75 1.651378
1.75 1.75 1.651312
1.75 1.75 1.651247
1.75 1.75 1.651183
1.75 1.75 1.651119
1.75 1.75 1.651055
1.75 1.75 1.650991
1.75 1.75 1.650928
1.75 1.75 1.650866
1.75 1.75 1.650804
1.75 1.75 1.650742
1.75 1.75 1.650680
1.75 1.75 1.650619
1.75 1.75 1.650559
1.75 1.75 1.650498
1.75 1.75 1.650438
1.75 1.75 1.650379
1.75 1.75 1.650320
1.75 1.75 1.650261
1.75 1.75 1.650202
1.75 1.75 1.650144
1.75 1.75 1.650087
1.75 1.75 1.650030
1.75 1.75 1.649973
1.75 1.75 1.649916
1.75 1.75 1.649860
1.75 1.75 1.649804
1.75 1.75 1.649749
1.75 1.75 1.649694
1.75 1.75 1.649639
1.75 1.75 1.649584
1.75 1.75 1.649530
1.75 1.75 1.649477
1.75 1.75 1.649424
1.75 1.75 1.649371
1.75 1.75 1.649318
1.75 1.75 1.649266
1.75 1.75 1.649214
1.75 1.75 1.649162
1.75 1.75 1.649111
1.75 1.75 1.649060
1.75 1.75 1.649010
1.75 1.75 1.648960
1.75 1.75 1.648910
1.75 1.75 1.648861
1.75 1.75 1.648811
1.75 1.75 1.648763
1.75 1.75 1.648714
1.75 1.75 1.648666
1.75 1.75 1.648618
1.75 1.75 1.648571
1.75 1.75 1.648524
1.75 1.75 1.648477
1.75 1.75 1.648431
1.75 1.75 1.648385
1.75 1.75 1.648339
1.75 1.75 1.648293
1.75 1.75 1.648248
1.75 1.75 1.648204
1.75 1.75 1.648159
1.75 1.75 1.648115
1.75 1.75 1.648071
1.75 1.75 1.648028
1.75 1.75 1.647985
1.75 1.75 1.647942
1.75 1.75 1.647899
1.75 1.75 1.647857
1.75 1.75 1.647815
1.75 1.75 1.647774
1.75 1.75 1.647733
1.75 1.75 1.647692
1.75 1.75 1.647651
1.75 1.75 1.647611
1.75 1.75 1.647571
1.75 1.75 1.647531
1.75 1.75 1.647492
1.75 1.75 1.647453
1.75 1.75 1.647414
1.75 1.75 1.647376
1.75 1.75 1.647338
1.75 1.75 1.647300
1.75 1.75 1.647262
1.75 1.75 1.647225
1.75 1.75 1.647188
1.75 1.75 1.647152
1.75 1.75 1.647115
1.75 1.75 1.647079
1.75 1.75 1.647044
1.75 1.75 1.647008
1.75 1.75 1.646973
1.75 1.75 1.646939
1.75 1.75 1.646904
1.75 1.75 1.646870
1.75 1.75 1.646836
1.75 1.75 1.646803
1.75 1.75 1.646769
1.75 1.75 1.646736
1.75 1.75 1.646704
1.75 1.75 1.646671
1.75 1.75 1.646639
1.75 1.75 1.646607
1.75 1.75 1.646576
1.75 1.75 1.646544
1.75 1.75 1.646514
1.75 1.75 1.646483
1.75 1.75 1.646452
1.75 1.75 1.646422
1.75 1.75 1.646393
1.75 1.75 1.646363
1.75 1.75 1.646334
1.75 1.75 1.646305
1.75 1.75 1.646276
1.75 1.75 1.646248
1.75 1.75 1.646220
1.75 1.75 1.646192
1.75 1.75 1.646164
1.75 1.75 1.646137
1.75 1.75 1.646110
1.75 1.75 1.646084
1.75 1.75 1.646057
1.75 1.75 1.646031
1.75 1.75 1.646005
1.75 1.75 1.645980
1.75 1.75 1.645954
1.75 1.75 1.645929
1.75 1.75 1.645905
1.75 1.75 1.645880
1.75 1.75 1.645856
1.75 1.75 1.645832
1.75 1.75 1.645808
1.75 1.75 1.645785
1.75 1.75 1.645762
1.75 1.75 1.645739
1.75 1.75 1.645717
1.75 1.75 1.645694
1.75 1.75 1.645672
1.75 1.75 1.645650
1.75 1.75 1.645629
1.75 1.75 1.645608
1.75 1.75 1.645587
1.75 1.75 1.645566
1.75 1.75 1.645546
1.75 1.75 1.645526
1.75 1.75 1.645506
1.75 1.75 1.645486
1.75 1.75 1.645467
1.75 1.75 1.645448
1.75 1.75 1.645429
1.75 1.75 1.645410
1.75 1.75 1.645392
1.75 1.75 1.645374
1.75 1.75 1.645356
1.75 1.75 1.645339
1.75 1.75 1.645322
1.75 1.75 1.645305
1.75 1.75 1.645288
1.75 1.75 1.645272
