# Viterbi_decoding posterior_decoding posterior_mean
1.75 1.75 1.749810
1.75 1.75 1.749825
1.75 1.75 1.749839
1.75 1.75 1.749855
1.75 1.75 1.749870
1.75 1.75 1.749886
1.75 1.75 1.749901
1.75 1.75 1.749918
1.75 1.75 1.749934
1.75 1.75 1.749951
1.75 1.75 1.749968
1.75 1.75 1.749985
1.75 1.75 1.750002
1.75 1.75 1.750020
1.75 1.75 1.750038
1.75 1.75 1.750057
1.75 1.75 1.750075
1.75 1.75 1.750094
1.75 1.75 1.750113
1.75 1.75 1.750133
1.75 1.75 1.750153
1.75 1.75 1.750173
1.75 1.75 1.750151
1.75 1.75 1.750129
1.75 1.75 1.750107
1.75 1.75 1.750085
1.75 1.75 1.750064
1.75 1.75 1.750043
1.75 1.75 1.750023
1.75 1.75 1.750003
1.75 1.75 1.749983
1.75 1.75 1.749963
1.75 1.75 1.749944
1.75 1.75 1.749924
1.75 1.75 1.749905
1.75 1.75 1.749887
1.75 1.75 1.749868
1.75 1.75 1.749850
1.75 1.75 1.749833
1.75 1.75 1.749815
1.75 1.75 1.749798
1.75 1.75 1.749781
1.75 1.75 1.749764
1.75 1.75 1.749747
1.75 1.75 1.749731
1.75 1.75 1.749715
1.75 1.75 1.749699
1.75 1.75 1.749684
1.75 1.75 1.749668
1.75 1.75 1.749653
1.75 1.75 1.749639
1.75 1.75 1.749624
1.75 1.75 1.749610
1.75 1.75 1.749596
1.75 1.75 1.749582
1.75 1.75 1.749568
1.75 1.75 1.749555
1.75 1.75 1.749542
1.75 1.75 1.749529
1.75 1.75 1.749516
1.75 1.75 1.749504
1.75 1.75 1.749491
1.75 1.75 1.749479
1.75 1.75 1.749468
1.75 1.75 1.749456
1.75 1.75 1.749445
1.75 1.75 1.749434
1.75 1.75 1.749423
1.75 1.75 1.749412
1.75 1.75 1.749402
1.75 1.75 1.749392
1.75 1.75 1.749382
1.75 1.75 1.749372
1.75 1.75 1.749362
1.75 1.75 1.749353
1.75 1.75 1.749344
1.75 1.75 1.749335
1.75 1.75 1.749326
1.75 1.75 1.749318
1.75 1.75 1.749309
1.75 1.75 1.749301
1.75 1.75 1.749293
1.75 1.75 1.749286
1.75 1.75 1.749278
1.75 1.75 1.749271
1.75 1.75 1.749264
1.75 1.75 1.749257
1.75 1.75 1.749251
1.75 1.75 1.749244
1.75 1.75 1.749238
1.75 1.75 1.749232
1.75 1.75 1.749226
1.75 1.75 1.749221
1.75 1.75 1.749215
1.75 1.75 1.749210
1.75 1.75 1.749205
1.75 1.75 1.749201
1.75 1.75 1.749196
1.75 1.75 1.749192
1.75 1.75 1.749188
1.75 1.75 1.749184
1.75 1.75 1.749180
1.75 1.75 1.749176
1.75 1.75 1.749173
1.75 1.75 1.749170
1.75 1.75 1.749167
1.75 1.75 1.749164
1.75 1.75 1.749162
1.75 1.75 1.749159
1.75 1.75 1.749157
1.75 1.75 1.749155
1.75 1.75 1.749154
1.75 1.75 1.749152
1.75 1.75 1.749151
1.75 1.75 1.749150
1.75 1.75 1.749149
1.75 1.75 1.749148
1.75 1.75 1.749148
1.75 1.75 1.749147
1.75 1.75 1.749147
1.75 1.75 1.749147
1.75 1.75 1.749148
1.75 1.75 1.749148
1.75 1.75 1.749149
1.75 1.75 1.749150
1.75 1.75 1.749151
1.75 1.75 1.749153
1.75 1.75 1.749154
1.75 1.75 1.749156
1.75 1.75 1.749158
1.75 1.75 1.749160
1.75 1.75 1.749162
1.75 1.75 1.749165
1.75 1.75 1.749168
1.75 1.75 1.749171
1.75 1.75 1.749174
1.75 1.75 1.749178
1.75 1.75 1.749181
1.75 1.75 1.749185
1.75 1.75 1.749189
1.75 1.75 1.749194
1.75 1.75 1.749198
1.75 1.75 1.749203
1.75 1.75 1.749208
1.75 1.75 1.749213
1.75 1.75 1.749219
1.75 1.75 1.749224
1.75 1.75 1.749230
1.75 1.75 1.749236
1.75 1.75 1.749243
1.75 1.75 1.749249
1.75 1.75 1.749256
1.75 1.75 1.749263
1.75 1.75 1.749270
1.75 1.75 1.749278
1.75 1.75 1.749285
1.75 1.75 1.749293
1.75 1.75 1.749301
1.75 1.75 1.749310
1.75 1.75 1.749318
1.75 1.75 1.749327
1.75 1.75 1.749336
1.75 1.75 1.749346
1.75 1.75 1.749355
1.75 1.75 1.749365
1.75 1.75 1.749375
1.75 1.75 1.749386
1.75 1.75 1.749396
1.75 1.75 1.749407
1.75 1.75 1.749418
1.75 1.75 1.749430
1.75 1.75 1.749441
1.75 1.75 1.749453
1.75 1.75 1.749465
1.75 1.75 1.749478
1.75 1.75 1.749490
1.75 1.75 1.749503
1.75 1.75 1.749516
1.75 1.75 1.749530
1.75 1.75 1.749543
1.75 1.75 1.749557
1.75 1.75 1.749572
1.75 1.75 1.749586
1.75 1.75 1.749601
1.75 1.75 1.749616
1.75 1.75 1.749632
1.75 1.75 1.749647
1.75 1.75 1.749663
1.75 1.75 1.749680
1.75 1.75 1.749696
1.75 1.75 1.749713
1.75 1.75 1.749730
1.75 1.75 1.749748
1.75 1.75 1.749765
1.75 1.75 1.749784
1.75 1.75 1.749802
1.75 1.75 1.749821
1.75 1.75 1.749840
1.75 1.75 1.749859
1.75 1.75 1.749879
1.75 1.75 1.749899
1.75 1.75 1.749919
1.75 1.75 1.749940
1.75 1.75 1.749961
1.75 1.75 1.749982
1.75 1.75 1.750004
1.75 1.75 1.750026
1.75 1.75 1.750048
1.75 1.75 1.750071
1.75 1.75 1.750094
1.75 1.75 1.750117
1.75 1.75 1.750141
1.75 1.75 1.750165
1.75 1.75 1.750189
1.75 1.75 1.750214
1.75 1.75 1.750239
1.75 1.75 1.750265
1.75 1.75 1.750291
1.75 1.75 1.750317
1.75 1.75 1.750344
1.75 1.75 1.750371
1.75 1.75 1.750399
1.75 1.75 1.750427
1.75 1.75 1.750455
1.75 1.75 1.750484
1.75 1.75 1.750513
1.75 1.75 1.750543
1.75 1.75 1.750573
1.75 1.75 1.750603
1.75 1.75 1.750634
1.75 1.75 1.750666
1.75 1.75 1.750697
1.75 1.75 1.750730
1.75 1.75 1.750762
1.75 1.75 1.750795
1.75 1.75 1.750829
1.75 1.75 1.750863
1.75 1.75 1.750897
1.75 1.75 1.750932
1.75 1.75 1.750968
1.75 1.75 1.751004
1.75 1.75 1.751040
1.75 1.75 1.751077
1.75 1.75 1.751115
1.75 1.75 1.751153
1.75 1.75 1.751191
1.75 1.75 1.751230
1.75 1.75 1.751270
1.75 1.75 1.751310
1.75 1.75 1.751350
1.75 1.75 1.751391
1.75 1.75 1.751433
1.75 1.75 1.751475
1.75 1.75 1.751518
1.75 1.75 1.751562
1.75 1.75 1.751606
1.75 1.75 1.751650
1.75 1.75 1.751695
1.75 1.75 1.751741
1.75 1.75 1.751787
1.75 1.75 1.751834
1.75 1.75 1.751882
1.75 1.75 1.751930
1.75 1.75 1.751979
1.75 1.75 1.752028
1.75 1.75 1.752078
1.75 1.75 1.752129
1.75 1.75 1.752180
1.75 1.75 1.752232
1.75 1.75 1.752285
1.75 1.75 1.752339
1.75 1.75 1.752393
1.75 1.75 1.752448
1.75 1.75 1.752503
1.75 1.75 1.752560
1.75 1.75 1.752617
1.75 1.75 1.752674
1.75 1.75 1.752733
1.75 1.75 1.752792
1.75 1.75 1.752852
1.75 1.75 1.752913
1.75 1.75 1.752974
1.75 1.75 1.753037
1.75 1.75 1.753100
1.75 1.75 1.753164
1.75 1.75 1.753229
1.75 1.75 1.753294
1.75 1.75 1.753361
1.75 1.75 1.753428
1.75 1.75 1.753497
1.75 1.75 1.753566
1.75 1.75 1.753636
1.75 1.75 1.753706
1.75 1.75 1.753778
1.75 1.75 1.753780
1.75 1.75 1.753783
1.75 1.75 1.753785
1.75 1.75 1.753789
1.75 1.75 1.753792
1.75 1.75 1.753797
1.75 1.75 1.753801
1.75 1.75 1.753807
1.75 1.75 1.753812
1.75 1.75 1.753818
1.75 1.75 1.753825
1.75 1.75 1.753832
1.75 1.75 1.753840
1.75 1.75 1.753848
1.75 1.75 1.753856
1.75 1.75 1.753865
1.75 1.75 1.753875
1.75 1.75 1.753885
1.75 1.75 1.753895
1.75 1.75 1.753906
1.75 1.75 1.753918
1.75 1.75 1.753930
1.75 1.75 1.753942
1.75 1.75 1.753955
1.75 1.75 1.753968
1.75 1.75 1.753982
1.75 1.75 1.753997
1.75 1.75 1.754012
1.75 1.75 1.754027
1.75 1.75 1.754043
1.75 1.75 1.754060
1.75 1.75 1.754077
1.75 1.75 1.754094
1.75 1.75 1.754112
1.75 1.75 1.754131
1.75 1.75 1.754150
1.75 1.75 1.754169
1.75 1.75 1.754190
1.75 1.75 1.754210
1.75 1.75 1.754231
1.75 1.75 1.754253
1.75 1.75 1.754276
1.75 1.75 1.754298
1.75 1.75 1.754322
1.75 1.75 1.754346
1.75 1.75 1.754370
1.75 1.75 1.754395
1.75 1.75 1.754421
1.75 1.75 1.754447
1.75 1.75 1.754474
1.75 1.75 1.754502
1.75 1.75 1.754530
1.75 1.75 1.754558
1.75 1.75 1.754587
1.75 1.75 1.754617
1.75 1.75 1.754648
1.75 1.75 1.754679
1.75 1.75 1.754710
1.75 1.75 1.754743
1.75 1.75 1.754775
1.75 1.75 1.754809
1.75 1.75 1.754843
1.75 1.75 1.754878
1.75 1.75 1.754913
1.75 1.75 1.754949
1.75 1.75 1.754986
1.75 1.75 1.755024
1.75 1.75 1.755062
1.75 1.75 1.755101
1.75 1.75 1.755140
1.75 1.75 1.755180
1.75 1.75 1.755221
1.75 1.75 1.755263
1.75 1.75 1.755305
1.75 1.75 1.755348
1.75 1.75 1.755392
1.75 1.75 1.755436
1.75 1.75 1.755481
1.75 1.75 1.755527
1.75 1.75 1.755574
1.75 1.75 1.755621
1.75 1.75 1.755670
1.75 1.75 1.755719
1.75 1.75 1.755768
1.75 1.75 1.755819
1.75 1.75 1.755871
1.75 1.75 1.755923
1.75 1.75 1.755976
1.75 1.75 1.756030
1.75 1.75 1.756084
1.75 1.75 1.756140
1.75 1.75 1.756196
1.75 1.75 1.756254
1.75 1.75 1.756312
1.75 1.75 1.756371
1.75 1.75 1.756431
1.75 1.75 1.756492
1.75 1.75 1.756554
1.75 1.75 1.756616
1.75 1.75 1.756680
1.75 1.75 1.756745
1.75 1.75 1.756810
1.75 1.75 1.756877
1.75 1.75 1.756944
1.75 1.75 1.757013
1.75 1.75 1.757082
1.75 1.75 1.757153
1.75 1.75 1.757224
1.75 1.75 1.757297
1.75 1.75 1.757371
1.75 1.75 1.757445
1.75 1.75 1.757521
1.75 1.75 1.757598
1.75 1.75 1.757676
1.75 1.75 1.757755
1.75 1.75 1.757835
1.75 1.75 1.757917
1.75 1.75 1.757999
1.75 1.75 1.758083
1.75 1.75 1.758168
1.75 1.75 1.758254
1.75 1.75 1.758341
1.75 1.75 1.758430
1.75 1.75 1.758520
1.75 1.75 1.758611
1.75 1.75 1.758703
1.75 1.75 1.758797
1.75 1.75 1.758892
1.75 1.75 1.758988
1.75 1.75 1.759085
1.75 1.75 1.759184
1.75 1.75 1.759285
1.75 1.75 1.759386
1.75 1.75 1.759490
1.75 1.75 1.759594
1.75 1.75 1.759700
1.75 1.75 1.759808
1.75 1.75 1.759820
1.75 1.75 1.759834
1.75 1.75 1.759848
1.75 1.75 1.759862
1.75 1.75 1.759878
1.75 1.75 1.759894
1.75 1.75 1.759911
1.75 1.75 1.759929
1.75 1.75 1.759948
1.75 1.75 1.759967
1.75 1.75 1.759987
1.75 1.75 1.760008
1.75 1.75 1.760029
1.75 1.75 1.760051
1.75 1.75 1.760075
1.75 1.75 1.760098
1.75 1.75 1.760123
1.75 1.75 1.760148
1.75 1.75 1.760175
1.75 1.75 1.760202
1.75 1.75 1.760229
1.75 1.75 1.760258
1.75 1.75 1.760287
1.75 1.75 1.760317
1.75 1.75 1.760348
1.75 1.75 1.760380
1.75 1.75 1.760413
1.75 1.75 1.760446
1.75 1.75 1.760480
1.75 1.75 1.760516
1.75 1.75 1.760552
1.75 1.75 1.760588
1.75 1.75 1.760626
1.75 1.75 1.760665
1.75 1.75 1.760704
1.75 1.75 1.760744
1.75 1.75 1.760786
1.75 1.75 1.760828
1.75 1.75 1.760871
1.75 1.75 1.760915
1.75 1.75 1.760959
1.75 1.75 1.761005
1.75 1.75 1.761052
1.75 1.75 1.761099
1.75 1.75 1.761148
1.75 1.75 1.761198
1.75 1.75 1.761248
1.75 1.75 1.761299
1.75 1.75 1.761352
1.75 1.75 1.761405
1.75 1.75 1.761460
1.75 1.75 1.761515
1.75 1.75 1.761572
1.75 1.75 1.761629
1.75 1.75 1.761606
1.75 1.75 1.761584
1.75 1.75 1.761562
1.75 1.75 1.761541
1.75 1.75 1.761522
1.75 1.75 1.761502
1.75 1.75 1.761484
1.75 1.75 1.761467
1.75 1.75 1.761450
1.75 1.75 1.761434
1.75 1.75 1.761419
1.75 1.75 1.761405
1.75 1.75 1.761391
1.75 1.75 1.761379
1.75 1.75 1.761367
1.75 1.75 1.761356
1.75 1.75 1.761345
1.75 1.75 1.761336
1.75 1.75 1.761327
1.75 1.75 1.761319
1.75 1.75 1.761312
1.75 1.75 1.761305
1.75 1.75 1.761299
1.75 1.75 1.761295
1.75 1.75 1.761290
1.75 1.75 1.761287
1.75 1.75 1.761284
1.75 1.75 1.761283
1.75 1.75 1.761281
1.75 1.75 1.761281
1.75 1.75 1.761282
1.75 1.75 1.761283
1.75 1.75 1.761285
1.75 1.75 1.761288
1.75 1.75 1.761291
1.75 1.75 1.761295
1.75 1.75 1.761301
1.75 1.75 1.761306
1.75 1.75 1.761313
1.75 1.75 1.761320
1.75 1.75 1.761329
1.75 1.75 1.761338
1.75 1.75 1.761347
1.75 1.75 1.761358
1.75 1.75 1.761369
1.75 1.75 1.761381
1.75 1.75 1.761394
1.75 1.75 1.761408
1.75 1.75 1.761422
1.75 1.75 1.761437
1.75 1.75 1.761453
1.75 1.75 1.761470
1.75 1.75 1.761488
1.75 1.75 1.761506
1.75 1.75 1.761526
1.75 1.75 1.761546
1.75 1.75 1.761566
1.75 1.75 1.761588
1.75 1.75 1.761611
1.75 1.75 1.761634
1.75 1.75 1.761658
1.75 1.75 1.761683
1.75 1.75 1.761709
1.75 1.75 1.761736
1.75 1.75 1.761763
1.75 1.75 1.761792
1.75 1.75 1.761821
1.75 1.75 1.761851
1.75 1.75 1.761882
1.75 1.75 1.761914
1.75 1.75 1.761947
1.75 1.75 1.761980
1.75 1.75 1.762015
1.75 1.75 1.762050
1.75 1.75 1.762087
1.75 1.75 1.762124
1.75 1.75 1.762162
1.75 1.75 1.762201
1.75 1.75 1.762241
1.75 1.75 1.762282
1.75 1.75 1.762324
1.75 1.75 1.762367
1.75 1.75 1.762411
1.75 1.75 1.762455
1.75 1.75 1.762501
1.75 1.75 1.762548
1.75 1.75 1.762596
1.75 1.75 1.762644
1.75 1.75 1.762694
1.75 1.75 1.762745
1.75 1.75 1.762797
1.75 1.75 1.762849
1.75 1.75 1.762903
1.75 1.75 1.762958
1.75 1.75 1.763014
1.75 1.75 1.763071
1.75 1.75 1.763129
1.75 1.75 1.763189
1.75 1.75 1.763249
1.75 1.75 1.763310
1.75 1.75 1.763373
1.75 1.75 1.763437
1.75 1.75 1.763502
1.75 1.75 1.763568
1.75 1.75 1.763635
1.75 1.75 1.763703
1.75 1.75 1.763773
1.75 1.75 1.763843
1.75 1.75 1.763915
1.75 1.75 1.763989
1.75 1.75 1.764063
1.75 1.75 1.764139
1.75 1.75 1.764216
1.75 1.75 1.764294
1.75 1.75 1.764374
1.75 1.75 1.764455
1.75 1.75 1.764537
1.75 1.75 1.764621
1.75 1.75 1.764705
1.75 1.75 1.764792
1.75 1.75 1.764879
1.75 1.75 1.764969
1.75 1.75 1.765059
1.75 1.75 1.765151
1.75 1.75 1.765244
1.75 1.75 1.765339
1.75 1.75 1.765436
1.75 1.75 1.765533
1.75 1.75 1.765633
1.75 1.75 1.765734
1.75 1.75 1.765836
1.75 1.75 1.765940
1.75 1.75 1.766046
1.75 1.75 1.766153
1.75 1.75 1.766262
1.75 1.75 1.766372
1.75 1.75 1.766485
1.75 1.75 1.766490
1.75 1.75 1.766497
1.75 1.75 1.766504
1.75 1.75 1.766513
1.75 1.75 1.766522
1.75 1.75 1.766533
1.75 1.75 1.766544
1.75 1.75 1.766556
1.75 1.75 1.766569
1.75 1.75 1.766584
1.75 1.75 1.766599
1.75 1.75 1.766615
1.75 1.75 1.766632
1.75 1.75 1.766650
1.75 1.75 1.766669
1.75 1.75 1.766689
1.75 1.75 1.766710
1.75 1.75 1.766732
1.75 1.75 1.766755
1.75 1.75 1.766779
1.75 1.75 1.766804
1.75 1.75 1.766830
1.75 1.75 1.766857
1.75 1.75 1.766885
1.75 1.75 1.766914
1.75 1.75 1.766944
1.75 1.75 1.766975
1.75 1.75 1.767007
1.75 1.75 1.767041
1.75 1.75 1.767075
1.75 1.75 1.767110
1.75 1.75 1.767146
1.75 1.75 1.767184
1.75 1.75 1.767222
1.75 1.75 1.767262
1.75 1.75 1.767302
1.75 1.75 1.767344
1.75 1.75 1.767387
1.75 1.75 1.767431
1.75 1.75 1.767476
1.75 1.75 1.767522
1.75 1.75 1.767569
1.75 1.75 1.767617
1.75 1.75 1.767667
1.75 1.75 1.767718
1.75 1.75 1.767769
1.75 1.75 1.767822
1.75 1.75 1.767877
1.75 1.75 1.767932
1.75 1.75 1.767989
1.75 1.75 1.768046
1.75 1.75 1.768106
1.75 1.75 1.768166
1.75 1.75 1.768227
1.75 1.75 1.768290
1.75 1.75 1.768354
1.75 1.75 1.768419
1.75 1.75 1.768486
1.75 1.75 1.768554
1.75 1.75 1.768623
1.75 1.75 1.768694
1.75 1.75 1.768766
1.75 1.75 1.768839
1.75 1.75 1.768913
1.75 1.75 1.768989
1.75 1.75 1.769067
1.75 1.75 1.769146
1.75 1.75 1.769226
1.75 1.75 1.769307
1.75 1.75 1.769391
1.75 1.75 1.769475
1.75 1.75 1.769561
1.75 1.75 1.769649
1.75 1.75 1.769738
1.75 1.75 1.769828
1.75 1.75 1.769920
1.75 1.75 1.770014
1.75 1.75 1.770109
1.75 1.75 1.770206
1.75 1.75 1.770304
1.75 1.75 1.770404
1.75 1.75 1.770506
1.75 1.75 1.770609
1.75 1.75 1.770714
1.75 1.75 1.770821
1.75 1.75 1.770930
1.75 1.75 1.771040
1.75 1.75 1.771152
1.75 1.75 1.771265
1.75 1.75 1.771381
1.75 1.75 1.771498
1.75 1.75 1.771617
1.75 1.75 1.771738
1.75 1.75 1.771861
1.75 1.75 1.771986
1.75 1.75 1.772113
1.75 1.75 1.772242
1.75 1.75 1.772372
1.75 1.75 1.772505
1.75 1.75 1.772640
1.75 1.75 1.772776
1.75 1.75 1.772915
1.75 1.75 1.773056
1.75 1.75 1.773199
1.75 1.75 1.773344
1.75 1.75 1.773492
1.75 1.75 1.773641
1.75 1.75 1.773793
1.75 1.75 1.773947
1.75 1.75 1.774103
1.75 1.75 1.774262
1.75 1.75 1.774423
1.75 1.75 1.774586
1.75 1.75 1.774751
1.75 1.75 1.774920
1.75 1.75 1.775090
1.75 1.75 1.775263
1.75 1.75 1.775439
1.75 1.75 1.775617
1.75 1.75 1.775797
1.75 1.75 1.775981
1.75 1.75 1.776167
1.75 1.75 1.776355
1.75 1.75 1.776547
1.75 1.75 1.776741
1.75 1.75 1.776938
1.75 1.75 1.777137
1.75 1.75 1.777340
1.75 1.75 1.777545
1.75 1.75 1.777754
1.75 1.75 1.777800
1.75 1.75 1.777847
1.75 1.75 1.777780
1.75 1.75 1.777715
1.75 1.75 1.777652
1.75 1.75 1.777590
1.75 1.75 1.777529
1.75 1.75 1.777470
1.75 1.75 1.777413
1.75 1.75 1.777357
1.75 1.75 1.777302
1.75 1.75 1.777249
1.75 1.75 1.777197
1.75 1.75 1.777147
1.75 1.75 1.777098
1.75 1.75 1.777050
1.75 1.75 1.777004
1.75 1.75 1.776959
1.75 1.75 1.776916
1.75 1.75 1.776874
1.75 1.75 1.776833
1.75 1.75 1.776793
1.75 1.75 1.776755
1.75 1.75 1.776719
1.75 1.75 1.776683
1.75 1.75 1.776649
1.75 1.75 1.776616
1.75 1.75 1.776585
1.75 1.75 1.776554
1.75 1.75 1.776525
1.75 1.75 1.776498
1.75 1.75 1.776471
1.75 1.75 1.776446
1.75 1.75 1.776422
1.75 1.75 1.776399
1.75 1.75 1.776378
1.75 1.75 1.776358
1.75 1.75 1.776339
1.75 1.75 1.776321
1.75 1.75 1.776304
1.75 1.75 1.776289
1.75 1.75 1.776275
1.75 1.75 1.776262
1.75 1.75 1.776251
1.75 1.75 1.776240
1.75 1.75 1.776231
1.75 1.75 1.776223
1.75 1.75 1.776217
1.75 1.75 1.776211
1.75 1.75 1.776207
1.75 1.75 1.776204
1.75 1.75 1.776202
1.75 1.75 1.776201
1.75 1.75 1.776202
1.75 1.75 1.776203
1.75 1.75 1.776206
1.75 1.75 1.776210
1.75 1.75 1.776216
1.75 1.75 1.776222
1.75 1.75 1.776230
1.75 1.75 1.776239
1.75 1.75 1.776249
1.75 1.75 1.776261
1.75 1.75 1.776273
1.75 1.75 1.776287
1.75 1.75 1.776302
1.75 1.75 1.776319
1.75 1.75 1.776336
1.75 1.75 1.776355
1.75 1.75 1.776375
1.75 1.75 1.776396
1.75 1.75 1.776418
1.75 1.75 1.776442
1.75 1.75 1.776467
1.75 1.75 1.776493
1.75 1.75 1.776521
1.75 1.75 1.776549
1.75 1.75 1.776579
1.75 1.75 1.776610
1.75 1.75 1.776643
1.75 1.75 1.776677
1.75 1.75 1.776712
1.75 1.75 1.776748
1.75 1.75 1.776786
1.75 1.75 1.776825
1.75 1.75 1.776865
1.75 1.75 1.776907
1.75 1.75 1.776950
1.75 1.75 1.776994
1.75 1.75 1.777040
1.75 1.75 1.777087
1.75 1.75 1.777135
1.75 1.75 1.777185
1.75 1.75 1.777236
1.75 1.75 1.777288
1.75 1.75 1.777342
1.75 1.75 1.777397
1.75 1.75 1.777454
1.75 1.75 1.777512
1.75 1.75 1.777572
1.75 1.75 1.777633
1.75 1.75 1.777695
1.75 1.75 1.777759
1.75 1.75 1.777824
1.75 1.75 1.777891
1.75 1.75 1.777960
1.75 1.75 1.778030
1.75 1.75 1.778101
1.75 1.75 1.778174
1.75 1.75 1.778249
1.75 1.75 1.778325
